;Plot_period;Averaging;Ion_contamination_correction;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Unnamed: 2
0;2022-01-01-1000;Mean;True;0.0329508725225903;0.0017508725225903;0.0018491274774096;2022-01-01 11:57:15.835422302;2022-01-01 12:57:15.835422302;2022-01-01 13:57:15.835422302;2022-01-01 14:57:15.835422302;2022-01-01 14:10:00;390.2282679505268;5466.107223452129;5075.878955501602;898.9951554452653;69.67489127516494;14.823689946269702;1139.750148192983;749.5218802424563;2.188917438351581;901.6911222742868;0.1776423610923521;1.0;
1;2022-01-01-1700;Resampled to 5min;;0.0348955584566288;0.0018955584566288;0.0020044415433711;2022-01-01 11:56:38.439042086;2022-01-01 12:56:38.439042086;2022-01-01 13:56:38.439042086;2022-01-01 14:56:38.439042086;2022-01-01 14:10:00;356.7452326780154;5403.249470906754;5046.504238228738;913.688517151814;68.10603320701208;42.3007487675541;1371.8447613576377;1015.0995286796222;8.508755389812277;916.2233014578244;0.1815560352683678;1.0;
2;;;;0.0363648181626142;0.0015648181626142;0.0016351818373857;2022-01-01 11:56:12.261251005;2022-01-01 12:56:12.261251005;2022-01-01 13:56:12.261251005;2022-01-01 14:56:12.261251005;2022-01-01 14:10:00;299.98207794208054;4447.768332168158;4147.786254226077;670.8415284312599;50.57103643108069;21.508626423284955;930.5008591870184;630.5187812449378;3.2695978257907394;672.7449635587787;0.1621937395817674;1.0;
3;;;;0.0392784928427759;0.0012784928427759;0.001321507157224;2022-01-01 11:55:24.908638604;2022-01-01 12:55:24.908638604;2022-01-01 13:55:24.908638604;2022-01-01 14:55:24.908638604;2022-01-01 14:10:00;270.0413780098568;3368.521442355549;3098.480064345692;561.7377539857057;46.16054193157519;25.253373278172248;767.9682113165928;497.926833306736;4.058225944845182;563.631173627153;0.1819056963163567;1.0;
4;;;;0.0418798280798763;0.0012798280798763;0.0013201719201236;2022-01-01 11:54:47.026541727;2022-01-01 12:54:47.026541727;2022-01-01 13:54:47.026541727;2022-01-01 14:54:47.026541727;2022-01-01 14:10:00;201.9291325718521;2804.0839952298024;2602.15486265795;496.0094637053951;38.66817031363296;17.83389453928587;756.1681592432075;554.2390266713553;3.798482747147962;497.51443745957545;0.1911932470273477;1.0;
5;;;;0.0445295407566707;0.0013295407566707;0.0013704592433292;2022-01-01 11:54:12.034999956;2022-01-01 12:54:12.034999956;2022-01-01 13:54:12.034999956;2022-01-01 14:54:12.034999956;2022-01-01 14:10:00;116.1158217731344;2007.8014678197403;1891.685646046606;410.1793642922252;28.77239047946183;22.739851182010185;589.5620289925947;473.4462072194604;5.691271336417613;411.18725824747605;0.2173655327494859;1.0;
6;;;;0.047762223566329;0.001862223566329;0.0019377764336709;2022-01-01 11:53:33.512825663;2022-01-01 12:53:33.512825663;2022-01-01 13:53:33.512825663;2022-01-01 14:53:33.512825663;2022-01-01 14:05:00;78.1880407126308;1745.5755364606766;1667.387495748046;324.77315828381103;20.10787182090591;31.20467600412789;519.5132151453874;441.3251744327566;8.259273333737626;325.39503814718404;0.1951526198780811;1.0;
7;;;;0.0514685340766569;0.0017685340766569;0.001831465923343;2022-01-01 11:52:54.085121022;2022-01-01 12:52:54.085121022;2022-01-01 13:52:54.085121022;2022-01-01 14:52:54.085121022;2022-01-01 14:05:00;86.58606957924498;1887.410561631345;1800.8244920521;334.2156718921973;20.8924784624164;24.514146338462982;430.3530537855218;343.76698420627685;4.679608809385827;334.8680501252029;0.1859526298110314;1.0;
8;;;;0.0556003597110666;0.0023003597110666;0.0023996402889333;2022-01-01 11:52:15.079528701;2022-01-01 12:52:15.079528701;2022-01-01 13:52:15.079528701;2022-01-01 14:52:15.079528701;2022-01-01 14:05:00;59.02023988909931;1503.6602875988624;1444.6400477097632;262.2854010836514;15.2240472334786;29.462072587626505;309.31706536337475;250.29682547427544;5.104567917985007;262.7268605144496;0.1818631990238394;1.0;
9;;;;0.0603042287074463;0.0023042287074463;0.0023957712925536;2022-01-01 11:51:35.890770757;2022-01-01 12:51:35.890770757;2022-01-01 13:51:35.890770757;2022-01-01 14:51:35.890770757;2022-01-01 14:05:00;53.65643067352671;928.2643829931208;874.6079523195941;203.22130136910687;14.31721262096954;18.73007405648788;259.8181600342909;206.16172936076416;4.415034700175817;203.72501051021555;0.232932950094846;1.0;
10;;;;0.0649592949469127;0.0022592949469127;0.0023407050530872;2022-01-01 11:51:01.601815824;2022-01-01 12:51:01.601815824;2022-01-01 13:51:01.601815824;2022-01-01 14:51:01.601815824;2022-01-01 14:05:00;59.98999967979335;824.0519776935103;764.061978013717;189.7184457343688;14.95838576570425;11.65267832655513;171.67629145911323;111.68629177931987;1.7033231191185234;190.3072304369444;0.24907302799136;1.0;
11;;;;0.0701400741374002;0.0028400741374002;0.0029599258625997;2022-01-01 11:50:27.759384164;2022-01-01 12:50:27.759384164;2022-01-01 13:50:27.759384164;2022-01-01 14:50:27.759384164;2022-01-01 14:05:00;33.59911929792633;631.1093130242208;597.5101937262945;149.45809187606835;10.174767896368245;20.21873509162693;167.89316350817032;134.29404421024398;4.544283482992684;149.80402908126422;0.2507137629686799;1.0;
