;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken;2.8535731073298356;357.6963777239395;140.3485375744123;-3.1704561334410224;0.2618093734006585;-5.253674749386895;0.5697119680005402;0.029420826555717178;0.005068763477135064;;;16.126692836422443
