Plot_period;Averaging;;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2021-08-24-0900;Mean;;0;0.6859485403439531;0.23264854034395316;0.3520514596560469;2021-08-24 10:25:53.167507758;2021-08-24 10:55:53.167507758;2021-08-24 11:55:53.167507758;2021-08-24 12:25:53.167507758;2021-08-24 12:04:00;0.10340258479118347;0.3446752727031708;0.2412726879119873;0.3446752866109212;0.03446752866109212;1.501850514286308;0.05744588002562523;-0.04595670476555824;-1.0;0.3463943760113953;1.435696592967683;1.0
2021-08-24-1500;Resampled to 1min;;1;1.590048112479619;0.5370481124796191;0.8109518875203807;2021-08-24 10:25:29.253372937;2021-08-24 10:55:29.253372937;2021-08-24 11:55:29.253372937;2021-08-24 12:25:29.253372937;2021-08-24 12:11:00;0.026878247037529945;0.16126951575279236;0.1343912687152624;0.09310899575551351;0.0069399347426335155;3.664140324070105;0.05375649407505989;0.026878247037529945;0.7328278819898261;0.0933672736285699;0.6947421102660255;1.0
;;;2;3.793308977660533;1.3923089776605333;2.1996910223394672;2021-08-24 10:25:21.642088431;2021-08-24 10:55:21.642088431;2021-08-24 11:55:21.642088431;2021-08-24 12:25:21.642088431;2021-08-24 12:07:00;0.005440466105937958;0.046632569283246994;0.041192103177309036;0.032974205414454144;0.0020563029730816824;3.5052428838424903;0.006217675283551216;0.0007772091776132584;-1.0;0.03303825970949017;0.8020532374197763;1.0
;;;3;10.623002871128294;4.630002871128294;8.206997128871704;2021-08-24 10:25:19.704467886;2021-08-24 10:55:19.704467886;2021-08-24 11:55:19.704467886;2021-08-24 12:25:19.704467886;2021-08-24 11:56:00;0.0024043158628046513;0.006557224318385124;0.004152908455580473;0.0065572241942087805;0.0007249284127817877;0.8815942850748529;0.0013114450266584754;-0.0010928708361461759;-1.0;0.006597174420672483;1.5885672634578607;1.0
