;Plot Start;Plot end;Injection time at Sun;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection;Distance of s/c [AU];Length of Parker Spiral [AU];Travel time 4keV [min];Traveltime 10MeV [min];Traveltimeof light at distance D [min]
0;2021-10-31-2300;2021-11-01-0430;2021-11-01-0128;;;180;120;0.83;;120;l2;mean;1;True;True;0.83;0.9229215288818652;61.70385964671484;7.684790371531242;6.9028995093182095
