;Plot_period;Averaging;Ion_masking;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Ion_contamination_correction
0;2021-05-22-1300;Mean;True;0.0043233436134547;0.0002333436134547;0.0002466563865452;2021-05-22 15:21:07.354413;2021-05-22 16:21:07.354413;2021-05-22 16:51:07.354413;2021-05-22 17:51:07.354413;2021-05-22 17:30:00;3074595.1385416663;11047436.723076925;7972841.584535256;115.18826901631492;36.33938043304128;11.199468330651593;7075856.089099002;4001260.950557336;5.620580168726869;120.7844687417726;1.514948810422316e-05;1.0;
1;2021-05-22-1900;Resampled to 5min;;0.004575183056447;0.000205183056447;0.0002148169435529;2021-05-22 15:19:26.296441;2021-05-22 16:19:26.296441;2021-05-22 16:49:26.296441;2021-05-22 17:49:26.296441;2021-05-22 17:30:00;2811103.6192222224;11664243.628666667;8853140.009444445;205.1872381299638;41.689376770733865;13.732676492549922;6692443.275256946;3881339.6560347234;6.020596285291846;209.3795759546157;2.36503179359246e-05;1.0;
2;;;;0.0047605881989518;0.0002005881989518;0.0002094118010481;2021-05-22 15:18:17.102071;2021-05-22 16:18:17.102071;2021-05-22 16:48:17.102071;2021-05-22 17:48:17.102071;2021-05-22 17:30:00;2599945.360031249;10705167.711;8105222.35096875;203.8470136644636;41.42945688435712;13.24600999482419;6183318.988875002;3583373.628843752;5.856150620862439;208.01443430121097;2.5664247727435723e-05;1.0;
3;;;;0.0050643163408302;0.0002343163408302;0.0002456836591697;2021-05-22 15:16:32.107947;2021-05-22 16:16:32.107947;2021-05-22 16:46:32.107947;2021-05-22 17:46:32.107947;2021-05-22 17:30:00;2183598.961986111;8621773.914285716;6438174.952299604;138.08030173249435;34.13146188812643;13.190938230696371;5254144.999197182;3070546.0372110712;6.291128062137184;142.23616423806328;2.2092621789853504e-05;1.0;
4;;;;0.0053566314041569;0.0001866314041569;0.000193368595843;2021-05-22 15:14:59.653513;2021-05-22 16:14:59.653513;2021-05-22 16:44:59.653513;2021-05-22 17:44:59.653513;2021-05-22 17:30:00;2088111.049423611;8441150.355333334;6353039.305909723;202.26505593049723;41.5232583293698;12.432953175072043;4725809.330625;2637698.2812013896;5.1619984767981695;206.48325315350576;3.2501491524132545e-05;1.0;
5;;;;0.0055867700865526;0.0001867700865526;0.0001932299134473;2021-05-22 15:13:52.054753;2021-05-22 16:13:52.054753;2021-05-22 16:43:52.054753;2021-05-22 17:43:52.054753;2021-05-22 17:30:00;1858764.5701875004;7550379.6705;5691615.100312499;195.25692689422357;40.06680531213796;12.579126968833007;4372881.674062501;2514117.103875;5.556489275323968;199.32540326836647;3.502088594455772e-05;1.0;
6;;;;0.0058369084282691;0.0001869084282691;0.0001930915717308;2021-05-22 15:12:43.188434;2021-05-22 16:12:43.188434;2021-05-22 16:42:43.188434;2021-05-22 17:42:43.188434;2021-05-22 17:30:00;1667365.0757152785;6501743.4120000005;4834378.336284722;213.53092839078053;44.18469857841355;11.633623727338168;3830614.547569445;2163249.4718541666;5.20572214942844;218.05445413449803;4.510496261698779e-05;1.0;
7;;;;0.0062145635405875;0.0002545635405875;0.0002654364594124;2021-05-22 15:11:07.246304;2021-05-22 16:11:07.246304;2021-05-22 16:41:07.246304;2021-05-22 17:41:07.246304;2021-05-22 17:30:00;1472754.0249583337;5770573.457;4297819.4320416665;196.15542492933244;40.37484563826872;12.785382391795338;3417153.0972270123;1944399.0722686783;5.784302029040233;200.2675183086888;4.659747145625248e-05;1.0;
8;;;;0.0065975449979518;0.0001775449979518;0.0001824550020481;2021-05-22 15:09:38.539711;2021-05-22 16:09:38.539711;2021-05-22 16:39:38.539711;2021-05-22 17:39:38.539711;2021-05-22 17:30:00;1245156.87890625;4484106.07875;3238949.1998437503;212.4624827104473;44.52501204350303;11.59990100812568;2782283.775234375;1537126.8963281251;5.50503226021386;217.07782764935067;6.702106586291093e-05;1.0;
9;;;;0.0068825140755395;0.0001825140755395;0.0001874859244604;2021-05-22 15:08:37.426457;2021-05-22 16:08:37.426457;2021-05-22 16:38:37.426457;2021-05-22 17:38:37.426457;2021-05-22 17:30:00;1122653.8808789065;4334006.103750001;3211352.222871094;210.02044064882188;43.50988224722939;13.187766385191198;2579027.623828125;1456373.7429492187;5.980756814763059;214.48005814875444;6.678808279616229e-05;1.0;
