;Plot_period;Averaging;Ion_masking;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Ion_contamination_correction;Unnamed: 2
0;2021-05-22-0400;Mean;True;0.0043233436134547;0.0002333436134547;0.0002466563865452;2021-05-22 05:56:07.354413;2021-05-22 06:46:07.354413;2021-05-22 07:26:07.354413;2021-05-22 08:16:07.354413;2021-05-22 07:48:00;1511801.629304545;11309077.2;9797275.570695454;115.7056298941623;46.60437596119939;7.6653275559092675;5543710.2950598765;4031908.665755332;3.154540298015714;124.73876962651862;1.2731985410273002e-05;0.92;;
1;2021-05-22-0900;Resampled to 2min;;0.004575183056447;0.000205183056447;0.0002148169435529;2021-05-22 05:54:26.296441;2021-05-22 06:44:26.296441;2021-05-22 07:24:26.296441;2021-05-22 08:14:26.296441;2021-05-22 07:58:00;1400963.3036870435;19560382.87142857;18159419.56774153;280.425581072694;53.03319090562155;17.15143433373599;7088985.332082144;5688022.0283951005;5.372293753384295;285.396261113544;1.5716155466803747e-05;1.0;;
2;;;;0.0047605881989518;0.0002005881989518;0.0002094118010481;2021-05-22 05:53:17.102071;2021-05-22 06:43:17.102071;2021-05-22 07:23:17.102071;2021-05-22 08:13:17.102071;2021-05-22 07:58:00;1211766.3000410232;18738538.84;17526772.539958976;321.53768207092486;51.70866477859357;20.937514206581685;6626665.192721876;5414898.892680854;6.468648020291714;325.6689530869164;1.8581227795615508e-05;1.0;;
3;;;;0.0050643163408302;0.0002343163408302;0.0002456836591697;2021-05-22 05:51:32.107947;2021-05-22 06:41:32.107947;2021-05-22 07:21:32.107947;2021-05-22 08:11:32.107947;2021-05-22 07:48:00;1054325.6938569192;9320052.12;8265726.426143082;79.58344970703125;41.81112252209836;10.800850276468289;4764835.494975657;3710509.801118738;4.848534629031028;89.89825044921338;1.0876025386574682e-05;0.92;;
4;;;;0.0053566314041569;0.0001866314041569;0.000193368595843;2021-05-22 05:49:59.653513;2021-05-22 06:39:59.653513;2021-05-22 07:19:59.653513;2021-05-22 08:09:59.653513;2021-05-22 07:58:00;1012030.7141879924;17100610.28;16088579.565812008;223.87634573754417;48.95255441928108;27.25742630061027;6225662.302453032;5213631.588265039;8.832984801072804;229.16581500077424;1.4244005448917826e-05;1.0;;
5;;;;0.0055867700865526;0.0001867700865526;0.0001932299134473;2021-05-22 05:48:52.054753;2021-05-22 06:38:52.054753;2021-05-22 07:18:52.054753;2021-05-22 08:08:52.054753;2021-05-22 07:56:00;845929.5844126701;13718190.942000002;12872261.357587332;328.53519853587943;47.00509813460911;24.023206457501527;5718755.071951877;4872825.487539208;9.094042566928646;331.88078571627784;2.578263263126307e-05;1.0;;
6;;;;0.0058369084282691;0.0001869084282691;0.0001930915717308;2021-05-22 05:47:43.188434;2021-05-22 06:37:43.188434;2021-05-22 07:17:43.188434;2021-05-22 08:07:43.188434;2021-05-22 07:58:00;758987.3622253472;13662917.276000002;12903929.913774654;264.1181599316988;50.55697379537861;29.82697912998429;5343696.499029167;4584709.13680382;10.597393557951705;268.913387552671;2.0839650350674333e-05;1.0;;
7;;;;0.0062145635405875;0.0002545635405875;0.0002654364594124;2021-05-22 05:46:07.246304;2021-05-22 06:36:07.246304;2021-05-22 07:16:07.246304;2021-05-22 08:06:07.246304;2021-05-22 07:50:00;589257.8138375;7799395.56;7210137.7461625;98.16975646972656;45.02067380200738;19.215261949199206;4232712.298776043;3643454.4849385424;9.709929933771464;108.00075071457684;1.4979013510811056e-05;0.96;;
8;;;;0.0065975449979518;0.0001775449979518;0.0001824550020481;2021-05-22 05:44:38.539711;2021-05-22 06:34:38.539711;2021-05-22 07:14:38.539711;2021-05-22 08:04:38.539711;2021-05-22 07:58:00;530669.1396970527;9460285.312500002;8929616.17280295;405.9714549574129;48.51769369131363;31.954116307128093;4555186.365374999;4024517.2256779466;14.401502709716906;408.8603537167217;4.578700201717439e-05;1.0;;
9;;;;0.0068825140755395;0.0001825140755395;0.0001874859244604;2021-05-22 05:43:37.426457;2021-05-22 06:33:37.426457;2021-05-22 07:13:37.426457;2021-05-22 08:03:37.426457;2021-05-22 07:48:00;505328.3320171266;7742077.931250001;7236749.599232875;386.0758276822157;46.83385498577379;27.91739758337084;4199928.452648439;3694600.120631312;14.252755199678022;388.90610009787247;5.374043895882457e-05;1.0;;
