;Plot Start;Plot end;Injection time at Sun;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection;Distance of s/c [AU];Length of Parker Spiral [AU];Travel time 4keV [min];Traveltime 10MeV [min];Traveltimeof light at distance D [min]
0;2021-08-28-0200;2021-08-28-0800;2021-08-28-0501;;;120;90;0.62;;90;l2;mean;5;True;True;0.62;0.6574115359138376;43.95263071964919;5.473997174434635;5.156382765996735
