Plot_period;Averaging;Ion_masking;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2021-05-22-1830;Mean;True;0;0.0043233436134547535;0.00023334361345475358;0.0002466563865452468;2021-05-22 20:41:07.354413398;2021-05-22 22:11:07.354413398;2021-05-22 22:41:07.354413398;2021-05-23 00:11:07.354413398;2021-05-22 23:35:00;7435087.137164751;9614498.875862068;2179411.7386973165;163.60592366921776;36.63228386196387;-1.0;7576233.894214559;141146.75704980828;-1.0;167.65685933060243;7.692757469995767e-05;1.0
2021-05-23-0100;Resampled to 5min;;1;0.004575183056447031;0.00020518305644703135;0.00021481694355296888;2021-05-22 20:39:26.296440790;2021-05-22 22:09:26.296440790;2021-05-22 22:39:26.296440790;2021-05-23 00:09:26.296440790;2021-05-22 23:35:00;6899927.191064815;8848167.465666667;1948240.2746018516;192.07624308608104;42.46156742521522;-1.0;6742928.316240739;-156998.87482407596;-1.0;196.71366974938317;0.00010096992260853666;1.0
;;;2;0.004760588198951889;0.0002005881989518895;0.00020941180104811028;2021-05-22 20:38:17.102071057;2021-05-22 22:08:17.102071057;2021-05-22 22:38:17.102071057;2021-05-23 00:08:17.102071057;2021-05-22 23:35:00;6122379.705166668;8045123.425500001;1922743.7203333331;191.2825533652217;41.83550929068992;-1.0;6186957.050166668;64577.34500000067;-1.0;195.8040476076281;0.00010183574937053122;1.0
;;;3;0.005064316340830221;0.00023431634083022086;0.00024568365916977867;2021-05-22 20:36:32.107946961;2021-05-22 22:06:32.107946961;2021-05-22 22:36:32.107946961;2021-05-23 00:06:32.107946961;2021-05-22 23:35:00;5131622.504351852;7106039.44;1974416.935648148;156.96555402293458;34.160024544001956;-1.0;5409355.136055555;277732.63170370273;-1.0;160.63963529146105;8.136054365777985e-05;1.0
;;;4;0.005356631404156907;0.0001866314041569072;0.00019336859584309293;2021-05-22 20:34:59.653512554;2021-05-22 22:04:59.653512554;2021-05-22 22:34:59.653512554;2021-05-23 00:04:59.653512554;2021-05-22 23:35:00;4649088.187648147;6727962.5479999995;2078874.3603518521;190.5641487554432;41.15920346600843;-1.0;4899133.667037037;250045.47938888986;-1.0;194.958392537595;9.378074801239938e-05;1.0
;;;5;0.005586770086552695;0.00018677008655269486;0.00019322991344730527;2021-05-22 20:33:52.054753075;2021-05-22 22:03:52.054753075;2021-05-22 22:33:52.054753075;2021-05-23 00:03:52.054753075;2021-05-22 23:35:00;4180200.851250001;6034707.819000001;1854506.9677499998;185.43597295616775;39.932455515699566;-1.0;4519881.05625;339680.20499999914;-1.0;189.6868500179016;0.00010228424768230511;1.0
;;;6;0.005836908428269198;0.00018690842826919827;0.00019309157173080186;2021-05-22 20:32:43.188433910;2021-05-22 22:02:43.188433910;2021-05-22 22:32:43.188433910;2021-05-23 00:02:43.188433910;2021-05-22 23:35:00;3583431.075171297;5249735.391833333;1666304.3166620363;201.59429281676677;43.493848089109036;-1.0;3931452.9357222226;348021.8605509256;-1.0;206.23281435768362;0.0001237665967107449;1.0
;;;7;0.0062145635405875446;0.00025456354058754453;0.0002654364594124551;2021-05-22 20:31:07.246304419;2021-05-22 22:01:07.246304419;2021-05-22 22:31:07.246304419;2021-05-23 00:01:07.246304419;2021-05-22 23:35:00;3102608.9523611115;4554870.21;1452261.2576388884;184.8357480110499;39.51692298043336;-1.0;3608197.741500001;505588.7891388894;-1.0;189.01280629800152;0.00013015069107145488;1.0
;;;8;0.00659754499795189;0.0001775449979518895;0.00018245500204810972;2021-05-22 20:29:38.539711030;2021-05-22 21:59:38.539711030;2021-05-22 22:29:38.539711030;2021-05-22 23:59:38.539711030;2021-05-22 23:35:00;2589343.8282812503;3910794.3337500007;1321450.5054687504;206.0105670990516;43.54059780037214;-1.0;3027289.3821875;437945.5539062498;-1.0;210.56148131433397;0.00015934117883563314;1.0
;;;9;0.006882514075539548;0.00018251407553954765;0.00018748592446045202;2021-05-22 20:28:37.426457360;2021-05-22 21:58:37.426457360;2021-05-22 22:28:37.426457360;2021-05-22 23:58:37.426457360;2021-05-22 23:35:00;2317381.188125;3656213.4037500005;1338832.2156250007;204.0988925154392;42.523333615025024;-1.0;2767671.16234375;450289.9742187499;-1.0;208.48163426969657;0.00015571901530048862;1.0
