;Plot Start;Plot end;Injection time at Sun;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection;Distance of s/c [AU];Length of Parker Spiral [AU];Travel time 4keV [min];Traveltime 10MeV [min];Traveltimeof light at distance D [min]
0;2021-08-26-1600;2021-08-26-2100;2021-08-26-1807;;;90;60;0.63;;60;l2;mean;5;True;True;0.63;0.6694195995239528;44.755455064341895;5.573983412401743;5.239550229964424
