;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;single;0.18687331176010707;0.24416421506516253;0.3456655793279718;-2.854841832855771;0.45512475593667945;;;;;;;
