;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;single;4.148766622629843;6.239707876362969;1.4929061337923701;-2.538482796081026;0.0683641018830521;;;;;;;
