;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken_cut;5.874862687550271;41497.7760661037;38727.56289417731;-1.7534678483877237;0.10858909150920727;-0.7945633239252488;0.7184520507043329;0.027590342253071064;0.0;0.077443365595109;0.03671165516569394;205.43610980150055
