;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken;3.9829959218027238;257.8436800324618;49.02791079155939;-2.841679392724509;2.0142056151038976;-4.234644056937367;0.1564589225089532;0.010751643756283914;0.006474929030824233;;;16.416182189589296
