;Plot Start;Plot end;Injection time;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection
0;2020-11-18-1000;2020-11-18-1700;2020-11-18-1400;;;150;60;1.2;;60;l2;mean;5;True;True
