;Plot_period;Averaging;Ion_contamination_correction;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Unnamed: 2
0;2021-05-22-1830;Mean;True;0.0329508725225903;0.0017508725225903;0.0018491274774096;2021-05-22 20:23:03.043651;2021-05-22 21:23:03.043651;2021-05-22 21:53:03.043651;2021-05-22 22:53:03.043651;2021-05-22 22:34:00;5015.712059521885;36573.36910370888;31557.657044186995;3676.319747241753;248.77633820643817;25.20538086901637;21372.028530635384;16356.3164711135;13.063935186675154;3684.727473017655;0.1167617566747209;1.0;
1;2021-05-22-2359;Resampled to 2min;;0.0348955584566288;0.0018955584566288;0.0020044415433711;2021-05-22 20:22:27.517090;2021-05-22 21:22:27.517090;2021-05-22 21:52:27.517090;2021-05-22 22:52:27.517090;2021-05-22 22:38:00;7134.376470797403;49801.83007622488;42667.45360542747;4385.287733996447;303.20127589103726;25.945670647073836;30352.582498744094;23218.20602794669;14.1187691252421;4395.756990967727;0.1030236543201764;1.0;
2;;;;0.0363648181626142;0.0015648181626142;0.0016351818373857;2021-05-22 20:22:02.648188;2021-05-22 21:22:02.648188;2021-05-22 21:52:02.648188;2021-05-22 22:52:02.648188;2021-05-22 22:24:00;3893.965151621494;35636.51175563111;31742.54660400961;3002.2190729730887;181.34600595491037;36.19801957433933;22165.84117185903;18271.87602023753;20.83656784351741;3007.691097170584;0.0947526716961852;1.0;
3;;;;0.0392784928427759;0.0012784928427759;0.001321507157224;2021-05-22 20:21:17.663207;2021-05-22 21:21:17.663207;2021-05-22 21:51:17.663207;2021-05-22 22:51:17.663207;2021-05-22 22:24:00;3347.572938829226;29245.77894057316;25898.206001743933;2616.834291780096;161.78567601553385;25.612889006736264;18155.70559130248;14808.132652473256;14.644993479443508;2621.83071833405;0.1012359975110824;1.0;
4;;;;0.0418798280798763;0.0012798280798763;0.0013201719201236;2021-05-22 20:20:41.675215;2021-05-22 21:20:41.675215;2021-05-22 21:50:41.675215;2021-05-22 22:50:41.675215;2021-05-22 22:50:00;2433.9974758929875;23893.418543627664;21459.42106773468;2288.577343899554;133.54044588455633;23.558387634969712;15396.600623053797;12962.603147160808;14.23048779998282;2292.47013278197;0.1068281444101404;1.0;
5;;;;0.0445295407566707;0.0013295407566707;0.0013704592433292;2021-05-22 20:20:08.433250;2021-05-22 21:20:08.433250;2021-05-22 21:50:08.433250;2021-05-22 22:50:08.433250;2021-05-22 22:38:00;2094.041914285328;20927.63434691433;18833.592432629;2093.1751974752933;121.0530371636256;28.594525604331064;13683.51187967012;11589.469965384793;17.595973622731808;2096.6726604628275;0.1113262203142064;1.0;
6;;;;0.047762223566329;0.001862223566329;0.0019377764336709;2021-05-22 20:19:31.837184;2021-05-22 21:19:31.837184;2021-05-22 21:49:31.837184;2021-05-22 22:49:31.837184;2021-05-22 22:36:00;1608.0160468064728;17036.95703125;15428.940984443529;1602.7020833333331;90.04450763528448;29.61061053562973;10357.385180353544;8749.36913354707;16.79144162306007;1605.2295727640603;0.104040165451573;1.0;
7;;;;0.0514685340766569;0.0017685340766569;0.001831465923343;2021-05-22 20:18:54.380865;2021-05-22 21:18:54.380865;2021-05-22 21:48:54.380865;2021-05-22 22:48:54.380865;2021-05-22 22:38:00;1260.5134034346484;16391.307367870602;15130.793964435954;1556.1387699316035;78.93044918708611;35.791481455855305;9477.466463606112;8216.953060171465;19.43697890328942;1558.1392386732064;0.1029780223255647;1.0;
8;;;;0.0556003597110666;0.0023003597110666;0.0023996402889333;2021-05-22 20:18:17.325552;2021-05-22 21:18:17.325552;2021-05-22 21:48:17.325552;2021-05-22 22:48:17.325552;2021-05-22 22:38:00;783.185815266734;11753.335436504743;10970.149621238012;1158.4274211906225;54.7439652161593;40.32276592480617;7464.265809603084;6681.07999433635;24.557515990025983;1159.7202213870137;0.1057159894284227;1.0;
9;;;;0.0603042287074463;0.0023042287074463;0.0023957712925536;2021-05-22 20:17:40.096232;2021-05-22 21:17:40.096232;2021-05-22 21:47:40.096232;2021-05-22 22:47:40.096232;2021-05-22 22:30:00;627.6700527099906;10194.943422479471;9567.273369769482;1063.363684338292;48.327141704439526;38.25179525134173;5982.47613072297;5354.80607801298;21.409542488251077;1064.4612899466224;0.111260674677708;1.0;
