;Plot Start;Plot end;Injection time;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection
0;2020-11-17-0400;2020-11-17-1400;2020-11-17-0932;;;180;60;0;;60;l2;mean;1;True;True
