Plot_period;Averaging;Ion_masking;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2021-08-26-2000;Mean;True;0;0.0043233436134547535;0.00023334361345475358;0.0002466563865452468;2021-08-26 22:28:32.035032042;2021-08-26 23:08:32.035032042;2021-08-26 23:58:32.035032042;2021-08-27 00:38:32.035032042;2021-08-27 00:05:00;6802204.855;4486139.37;-2316065.4850000003;147.23526960110183;56.55013944207162;-1.0;3521581.6470689652;-3280623.207931035;-1.0;157.72172610463937;6.809899250523106e-05;1.0
2021-08-27-0200;Resampled to 5min;;1;0.004575183056447031;0.00020518305644703135;0.00021481694355296888;2021-08-26 22:27:25.017639682;2021-08-26 23:07:25.017639682;2021-08-26 23:57:25.017639682;2021-08-27 00:37:25.017639682;2021-08-27 00:05:00;6243170.3969375;3925090.084083333;-2318080.3128541666;164.03323669896398;63.820975234870765;-1.0;3249731.351322917;-2993439.045614583;-1.0;176.01141900987088;7.592981918437266e-05;1.0
;;;2;0.004760588198951889;0.0002005881989518895;0.00020941180104811028;2021-08-26 22:26:39.130847122;2021-08-26 23:06:39.130847122;2021-08-26 23:56:39.130847122;2021-08-27 00:36:39.130847122;2021-08-27 00:05:00;5507309.49825;3591665.1382500003;-1915644.3599999999;160.4779600107319;62.87887363445057;-1.0;2909747.95453125;-2597561.54371875;-1.0;172.3569795475172;8.997337039507542e-05;1.0
;;;3;0.005064316340830221;0.00023431634083022086;0.00024568365916977867;2021-08-26 22:25:29.503164827;2021-08-26 23:05:29.503164827;2021-08-26 23:55:29.503164827;2021-08-27 00:35:29.503164827;2021-08-27 00:05:00;4592615.144708334;2954483.929666667;-1638131.2150416668;129.58329781380692;50.769456444476994;-1.0;2428757.438625;-2163857.7060833336;-1.0;139.17387966126913;8.495893270535667e-05;1.0
;;;4;0.005356631404156907;0.0001866314041569072;0.00019336859584309293;2021-08-26 22:24:28.191276746;2021-08-26 23:04:28.191276746;2021-08-26 23:54:28.191276746;2021-08-27 00:34:28.191276746;2021-08-27 00:05:00;4040594.693875;2507100.711;-1533493.9828749998;153.77136629394298;60.247969360148275;-1.0;2213065.547583333;-1827529.1462916667;-1.0;165.15281076605189;0.00010769707127016099;1.0
;;;5;0.005586770086552695;0.00018677008655269486;0.00019322991344730527;2021-08-26 22:23:43.362625723;2021-08-26 23:03:43.362625723;2021-08-26 23:53:43.362625723;2021-08-27 00:33:43.362625723;2021-08-27 00:05:00;3528793.4259375;2294900.791875;-1233892.6340624997;148.65073566012433;58.08221448638895;-1.0;1965091.5908437502;-1563701.8350937497;-1.0;159.5950652493336;0.00012934274899095453;1.0
;;;6;0.005836908428269198;0.00018690842826919827;0.00019309157173080186;2021-08-26 22:22:57.693382487;2021-08-26 23:02:57.693382487;2021-08-26 23:52:57.693382487;2021-08-27 00:32:57.693382487;2021-08-27 00:05:00;3036406.7472187504;1991283.7495000002;-1045122.9977187503;163.64762201350015;63.7524292831314;-1.0;1720002.4003958334;-1316404.346822917;-1.0;175.62720868411617;0.00016804453549244225;1.0
;;;7;0.0062145635405875446;0.00025456354058754453;0.0002654364594124551;2021-08-26 22:21:54.068601878;2021-08-26 23:01:54.068601878;2021-08-26 23:51:54.068601878;2021-08-27 00:31:54.068601878;2021-08-27 00:05:00;2688661.18365625;1837419.551;-851241.6326562501;150.84656360292504;57.923694790839065;-1.0;1544281.5544062501;-1144379.62925;-1.0;161.585395902704;0.0001898231826355651;1.0
;;;8;0.00659754499795189;0.0001775449979518895;0.00018245500204810972;2021-08-26 22:20:55.242124157;2021-08-26 23:00:55.242124157;2021-08-26 23:50:55.242124157;2021-08-27 00:30:55.242124157;2021-08-27 00:10:00;2207363.6633203123;1681878.8559375;-525484.8073828123;166.7143690793565;63.830361066488315;-1.0;1319555.5407421878;-887808.1225781245;-1.0;178.51609409631996;0.00033971694630987144;1.0
;;;9;0.006882514075539548;0.00018251407553954765;0.00018748592446045202;2021-08-26 22:20:14.714387512;2021-08-26 23:00:14.714387512;2021-08-26 23:50:14.714387512;2021-08-27 00:30:14.714387512;2021-08-27 00:05:00;1999282.378007813;1408162.291875;-591120.0861328128;162.8269583041034;62.08212271379876;-1.0;1200254.4114257814;-799027.9665820315;-1.0;174.26074805077994;0.00029479754137745043;1.0
;;;10;0.007992058558344027;0.0009420585583440272;0.0010679414416559733;2021-08-26 22:17:58.276781182;2021-08-26 22:57:58.276781182;2021-08-26 23:47:58.276781182;2021-08-27 00:27:58.276781182;2021-08-27 00:05:00;1390882.2976562502;890177.4190848215;-500704.8785714287;87.98834114190905;35.00127033941848;-1.0;810261.702873884;-580620.5947823662;-1.0;94.69444071474322;0.00018912226496557786;1.0
;;;11;0.009427544749297136;0.00036754474929713565;0.0003824552507028633;2021-08-26 22:15:39.142699733;2021-08-26 22:55:39.142699733;2021-08-26 23:45:39.142699733;2021-08-27 00:25:39.142699733;2021-08-27 00:05:00;856619.3100078126;728497.7914270834;-128121.51858072914;105.9611282563821;39.01206308964538;-1.0;575940.9240408137;-280678.3859669989;-1.0;112.91457730459751;0.0008813084527518321;1.0
;;;12;0.010027586948014961;0.0002175869480149622;0.00022241305198503897;2021-08-26 22:14:50.122775296;2021-08-26 22:54:50.122775296;2021-08-26 23:44:50.122775296;2021-08-27 00:24:50.122775296;2021-08-27 00:10:00;701640.7547109376;690744.432171875;-10896.322539062588;114.02257655196264;42.786550252545965;-1.0;527713.2961855469;-173927.4585253907;-1.0;121.786028944464;0.01117680102693998;1.0
;;;13;0.010467688379007087;0.00021768837900708674;0.00022231162099291268;2021-08-26 22:14:16.906466565;2021-08-26 22:54:16.906466565;2021-08-26 23:44:16.906466565;2021-08-27 00:24:16.906466565;2021-08-27 00:10:00;641920.7159472657;688159.0497656252;46238.33381835942;114.75004032563166;41.90829257834545;-1.0;500058.040209961;-141862.67573730473;-1.0;122.16331995147438;0.002642035511733084;1.0
;;;14;0.01118838236743811;0.0004983823674381098;0.0005216176325618903;2021-08-26 22:13:26.848600688;2021-08-26 22:53:26.848600688;2021-08-26 23:43:26.848600688;2021-08-27 00:23:26.848600688;2021-08-27 00:05:00;534292.5750117188;564988.0087187499;30695.433707031072;93.67145457790029;32.79150568679883;-1.0;414429.8401625807;-119862.73484913807;-1.0;99.24527317684706;0.003233225962013823;1.0
;;;15;0.011957386838268635;0.00024738683826863554;0.0002526131617313649;2021-08-26 22:12:38.560295062;2021-08-26 22:52:38.560295062;2021-08-26 23:42:38.560295062;2021-08-27 00:22:38.560295062;2021-08-27 00:10:00;442167.78840625007;513474.9175833334;71307.12917708332;105.35025541095307;36.40094490364618;-1.0;380280.89760677086;-61886.89079947921;-1.0;111.46167549894147;0.0015631210621611033;1.0
;;;16;0.012467289200142909;0.0002572892001429083;0.00026271079985709135;2021-08-26 22:12:09.063313578;2021-08-26 22:52:09.063313578;2021-08-26 23:42:09.063313578;2021-08-27 00:22:09.063313578;2021-08-27 00:10:00;397298.09556250006;505387.44403125;108089.34846874996;99.81150341235299;35.03871809713004;-1.0;352270.08975683595;-45028.005805664114;-1.0;105.78302311488503;0.0009786627879015135;1.0
;;;17;0.013287780100528456;0.0005577801005284561;0.0005822198994715443;2021-08-26 22:11:25.255223352;2021-08-26 22:51:25.255223352;2021-08-26 23:41:25.255223352;2021-08-27 00:21:25.255223352;2021-08-27 00:10:00;329839.829;446428.5574375;116588.72843749996;79.30473100694184;27.453923986489947;-1.0;306999.2585429688;-22840.570457031252;-1.0;83.92233494332346;0.0007198151662517868;1.0
;;;18;0.014157030055770879;0.0002870300557708781;0.0002929699442291208;2021-08-26 22:10:43.115240275;2021-08-26 22:50:43.115240275;2021-08-26 23:40:43.115240275;2021-08-27 00:20:43.115240275;2021-08-27 00:05:00;282058.02504166664;403766.97466666665;121708.94962500001;92.13192045420236;30.63072176188905;-1.0;278780.0854166667;-3277.939624999941;-1.0;97.09032846907942;0.0007977254652860489;1.0
;;;19;0.014766533106995695;0.0003165331069956961;0.00032346689300430387;2021-08-26 22:10:15.843106360;2021-08-26 22:50:15.843106360;2021-08-26 23:40:15.843106360;2021-08-27 00:20:15.843106360;2021-08-27 00:10:00;242701.42514501957;403432.091671875;160730.6665268554;87.29693227431822;28.342361609898468;-1.0;269993.5306318359;27292.10548681635;-1.0;91.78259010364194;0.0005710334691376807;1.0
;;;20;0.01574575180802746;0.0006557518080274605;0.0006842481919725404;2021-08-26 22:09:35.436580260;2021-08-26 22:49:35.436580260;2021-08-26 23:39:35.436580260;2021-08-27 00:19:35.436580260;2021-08-27 00:05:00;192913.24154785153;343648.11749999993;150734.8759521484;68.03210032411019;21.558268656327574;-1.0;220553.8006665039;27640.559118652367;-1.0;71.36613778234177;0.00047345471531749116;1.0
;;;21;0.016805704388688978;0.00037570438868897785;0.0003842956113110224;2021-08-26 22:08:55.801166046;2021-08-26 22:48:55.801166046;2021-08-26 23:38:55.801166046;2021-08-27 00:18:55.801166046;2021-08-27 00:05:00;167135.45552693683;332082.10330729163;164946.6477803548;79.40157247486631;23.587756710079105;-1.0;203784.06076436362;36648.60523742679;-1.0;82.83110513626707;0.0005021690725510596;1.0
;;;22;0.01793869560475343;0.0007486956047534285;0.0007813043952465716;2021-08-26 22:08:17.442322107;2021-08-26 22:48:17.442322107;2021-08-26 23:38:17.442322107;2021-08-27 00:18:17.442322107;2021-08-27 00:05:00;136548.56987162272;268593.5361067708;132044.96623514808;61.9954385965819;19.10006289883309;-1.0;174232.9177050781;37684.347833455395;-1.0;64.8710012989004;0.0004912796235138334;1.0
;;;23;0.01910601999370879;0.0003860199937087902;0.00039398000629120924;2021-08-26 22:07:41.605566513;2021-08-26 22:47:41.605566513;2021-08-26 23:37:41.605566513;2021-08-27 00:17:41.605566513;2021-08-27 00:05:00;116405.27168050129;243323.36243489583;126918.09075439454;72.30945449542968;21.42469870678527;8.723268834300434;160059.88643636066;43654.614755859366;-1.0;75.4166753715857;0.000594215331504854;1.0
;;;24;0.019944924166313594;0.00044492416631359416;0.00045507583368640733;2021-08-26 22:07:17.852675112;2021-08-26 22:47:17.852675112;2021-08-26 23:37:17.852675112;2021-08-27 00:17:17.852675112;2021-08-27 00:05:00;102996.50145279946;260859.0074375;157862.50598470052;69.99252583382855;20.163268588772738;18.749583200440924;161636.07957389325;58639.578121093786;-1.0;72.83893926178598;0.0004614074685273606;1.0
;;;25;0.021338416061179425;0.0009384160611794236;0.0009815839388205745;2021-08-26 22:06:41.596283324;2021-08-26 22:46:41.596283324;2021-08-26 23:36:41.596283324;2021-08-27 00:16:41.596283324;2021-08-27 00:05:00;80737.75821940105;220332.2789583333;139594.52073893225;56.73457173980985;15.891447379653467;15.393696032684817;143099.6148297526;62361.85661035155;-1.0;58.91816129445933;0.0004220664319959038;1.0
;;;26;0.02282430283710764;0.0005043028371076418;0.0005156971628923583;2021-08-26 22:06:06.726926765;2021-08-26 22:46:06.726926765;2021-08-26 23:36:06.726926765;2021-08-27 00:16:06.726926765;2021-08-27 00:05:00;70305.13677473957;189487.97849479166;119182.84172005209;63.69958744855999;17.762905482145126;19.970769590272944;123757.8892438151;53452.75246907552;-1.0;66.1298590069899;0.0005548605659388619;1.0
;;;27;0.023824961699864283;0.0004849616998642836;0.0004950383001357181;2021-08-26 22:05:45.144592150;2021-08-26 22:45:45.144592150;2021-08-26 23:35:45.144592150;2021-08-27 00:15:45.144592150;2021-08-27 00:10:00;59349.62910804906;180342.84130078123;120993.21219273217;62.96340459033254;16.972181766627553;18.22153000085371;116527.36418920898;57177.73508115992;-1.0;65.2107757316638;0.0005389622653193837;1.0
;;;28;0.025405763125716182;0.0010857631257161805;0.0011342368742838192;2021-08-26 22:05:13.742516018;2021-08-26 22:45:13.742516018;2021-08-26 23:35:13.742516018;2021-08-27 00:15:13.742516018;2021-08-27 00:05:00;46918.92357788086;166022.37478125;119103.45120336913;51.581232535389034;13.620568417535859;21.88898349688471;105386.95368493651;58468.03010705565;10.745328814388689;53.34925898160772;0.0004479237036592153;1.0
;;;29;0.027089315236823543;0.0005493152368235416;0.0005606847631764583;2021-08-26 22:04:43.440694946;2021-08-26 22:44:43.440694946;2021-08-26 23:34:43.440694946;2021-08-27 00:14:43.440694946;2021-08-27 00:05:00;41366.504890624994;157617.72811458333;116251.22322395834;58.21373562703074;14.796913084581313;21.137713926199027;86321.57387727863;44955.068986653634;8.174085066974065;60.06486204501332;0.0005166815486259287;1.0
;;;30;0.02823383608367804;0.0005838360836780375;0.000596163916321963;2021-08-26 22:04:24.445784512;2021-08-26 22:44:24.445784512;2021-08-26 23:34:24.445784512;2021-08-27 00:14:24.445784512;2021-08-27 00:10:00;37898.63035531427;133529.36656901042;95630.73621369616;56.326001909765715;14.533761509979355;21.801168353930652;77636.77329917173;39738.14294385746;9.059199779197368;58.17085795110717;0.0006082862085377942;1.0
;;;31;0.030063607567954984;0.0012336075679549828;0.0012863924320450186;2021-08-26 22:03:56.421738544;2021-08-26 22:43:56.421738544;2021-08-26 23:33:56.421738544;2021-08-27 00:13:56.421738544;2021-08-27 00:05:00;28014.15262723515;120020.066765625;92005.91413838985;45.132678396061785;11.697740304019172;24.499494966178723;68762.32793701172;40748.175309776576;10.850495049494764;46.62398296394911;0.0005067498475567568;1.0
;;;32;0.03205213721423269;0.0007021372142326857;0.000717862785767312;2021-08-26 22:03:28.805317911;2021-08-26 22:43:28.805317911;2021-08-26 23:33:28.805317911;2021-08-27 00:13:28.805317911;2021-08-27 00:10:00;25077.06609946565;100078.52658984374;75001.46049037809;50.84446091163037;12.470581514018582;19.552823314788387;61101.409760470684;36024.343661005034;9.391518805493298;52.35145278492365;0.0006980057780560127;1.0
;;;33;0.0342897594042303;0.0015197594042302975;0.0015902405957697041;2021-08-26 22:03:00.733575306;2021-08-26 22:43:00.733575306;2021-08-26 23:33:00.733575306;2021-08-27 00:13:00.733575306;2021-08-27 00:05:00;18163.103474772135;85876.29621875;67713.19274397785;40.299541289724445;10.062377637861447;26.863487240255694;54331.36322705078;36168.259752278645;14.34883727948276;41.53678456367488;0.0006134223314609397;1.0
;;;34;0.03663211705593877;0.000752117055938771;0.0007678829440612295;2021-08-26 22:02:34.234997377;2021-08-26 22:42:34.234997377;2021-08-26 23:32:34.234997377;2021-08-27 00:12:34.234997377;2021-08-27 00:10:00;17008.49438613155;80817.99828222656;63809.503896095004;46.183049600842395;11.053677537260713;27.469950434132752;49001.50155427709;31993.00716814554;13.772969032620786;47.487449473851626;0.0007442065299736291;1.0
;;;35;0.03815243111519894;0.0007524311151989385;0.000767568884801062;2021-08-26 22:02:18.401566105;2021-08-26 22:42:18.401566105;2021-08-26 23:32:18.401566105;2021-08-27 00:12:18.401566105;2021-08-27 00:10:00;13431.88411275122;66416.04287597656;52984.15876322534;43.26311177719334;9.943818752023946;39.30854161698581;44547.847703538966;31115.963590787745;23.084695092111705;44.391174483437894;0.0008378197468758989;1.0
;;;36;0.040694545088991965;0.001774545088991962;0.0018554549110080323;2021-08-26 22:01:54.006203812;2021-08-26 22:41:54.006203812;2021-08-26 23:31:54.006203812;2021-08-27 00:11:54.006203812;2021-08-27 00:10:00;10692.97118074544;57174.6633984375;46481.69221769206;35.00501771998918;8.405032457699868;26.485019886189903;38513.77309700521;27820.801916259767;15.852144292660519;35.999942169283344;0.0007744972364749855;1.0
;;;37;0.0435629429676187;0.0010129429676187032;0.0010370570323813;2021-08-26 22:01:29.180984706;2021-08-26 22:41:29.180984706;2021-08-26 23:31:29.180984706;2021-08-27 00:11:29.180984706;2021-08-27 00:05:00;9119.42330457355;52620.62614453125;43501.202839957696;38.57148664513365;8.568439793124712;25.447734259793226;34570.3523753609;25450.929070787348;14.888518877076466;39.511741830804255;0.0009082907885597832;1.0
;;;38;0.0456134848482332;0.001013484848233201;0.0010365151517667953;2021-08-26 22:01:12.945067263;2021-08-26 22:41:12.945067263;2021-08-26 23:31:12.945067263;2021-08-27 00:11:12.945067263;2021-08-27 00:05:00;7196.982513105086;51276.400094075514;44079.41758097043;39.302184695901495;7.902704069561476;27.785063391368585;32826.38928085011;25629.406767745026;16.155265445984345;40.088832029404614;0.0009094682786079143;1.0
;;;39;0.04863285926202571;0.00198285926202571;0.002067140737974295;2021-08-26 22:00:51.011968400;2021-08-26 22:40:51.011968400;2021-08-26 23:30:51.011968400;2021-08-27 00:10:51.011968400;2021-08-27 00:10:00;5779.399750249677;37816.693611328126;32037.293861078448;30.778650114209025;6.9347088123577745;30.81572149844327;27450.73254830279;21671.33279805311;20.84501140766462;31.55020584980535;0.000984796218638652;1.0
;;;40;0.05185680283241534;0.0011568028324153365;0.0011831971675846584;2021-08-26 22:00:29.833840071;2021-08-26 22:40:29.833840071;2021-08-26 23:30:29.833840071;2021-08-27 00:10:29.833840071;2021-08-27 00:10:00;5382.945084694096;30811.688692382813;25428.743607688717;32.301630936474794;6.939366603204289;20.614722073214466;22976.34493245092;17593.399847756824;14.262719927490974;33.038616345269254;0.0012992626318855797;1.0
;;;41;0.05417779618995221;0.0011377961899522102;0.0011622038100477933;2021-08-26 22:00:15.826855035;2021-08-26 22:40:15.826855035;2021-08-26 23:30:15.826855035;2021-08-27 00:10:15.826855035;2021-08-27 00:05:00;4679.622113503112;29258.59920056573;24578.97708706262;32.96040859943784;6.964507318831173;32.45985523570279;20765.617575821445;16085.995462318333;21.24372719741308;33.68817147361888;0.0013706091736157308;1.0
;;;42;0.05772366412486304;0.002383664124863037;0.002486335875136962;2021-08-26 21:59:56.162118923;2021-08-26 22:39:56.162118923;2021-08-26 23:29:56.162118923;2021-08-27 00:09:56.162118923;2021-08-26 23:50:00;3762.685442414246;19381.81664485677;15619.131202442526;24.97000614029698;6.014837230590725;24.539132284885145;14246.063381029886;10483.37793861564;16.47037819798238;25.684226162315447;0.0016444081190827655;1.0
;;;43;0.06145708502687058;0.0012470850268705772;0.0012729149731294173;2021-08-26 21:59:37.420135197;2021-08-26 22:39:37.420135197;2021-08-26 23:29:37.420135197;2021-08-27 00:09:37.420135197;2021-08-26 23:50:00;2945.0381461289653;16849.37502864583;13904.336882516865;27.817242661025894;5.924531401848667;16.534846254414145;12138.666533259247;9193.628387130282;10.93293647772291;28.4411508486188;0.002045487756009446;1.0
;;;44;0.06557546416152919;0.0028454641615291987;0.002974535838470807;2021-08-26 21:59:18.733430240;2021-08-26 22:39:18.733430240;2021-08-26 23:29:18.733430240;2021-08-27 00:09:18.733430240;2021-08-26 23:50:00;2497.129790804971;13043.055700846355;10545.925910041384;22.18343411536328;5.016197345731319;14.312078786210803;10536.319732594808;8039.189941789837;10.910139214486296;22.743504236638323;0.0021566152114707083;1.0
;;;45;0.07008775213972838;0.001537752139728385;0.0015722478602716167;2021-08-26 21:59:00.291113992;2021-08-26 22:39:00.291113992;2021-08-26 23:29:00.291113992;2021-08-27 00:09:00.291113992;2021-08-26 23:50:00;2125.8972428600596;11129.976179687501;9004.078936827442;23.889931273845534;5.038028467045332;13.501967656335106;8317.982572713017;6192.085329852958;9.28527353386351;24.41537521939448;0.002711590534766809;1.0
;;;46;0.07323274131151995;0.0015727413115199512;0.001607258688480051;2021-08-26 21:58:48.520437351;2021-08-26 22:38:48.520437351;2021-08-26 23:28:48.520437351;2021-08-27 00:08:48.520437351;2021-08-26 23:40:00;1854.6585432492477;10523.808850260417;8669.150307011168;22.85728269163961;4.868817959617595;9.72489935649769;8084.006101289855;6229.3475580406075;6.987971821136347;23.370082592267888;0.0026957754525685582;1.0
;;;47;0.07803193192533427;0.0031919319253342626;0.0033280680746657354;2021-08-26 21:58:32.038800877;2021-08-26 22:38:32.038800877;2021-08-26 23:28:32.038800877;2021-08-27 00:08:32.038800877;2021-08-26 23:40:00;1586.8982946474002;8187.91689453125;6601.01859988385;19.399684729753663;4.555464686464123;14.025063158831058;6359.558892117505;4772.660597470105;10.140384442540489;19.927368770699736;0.0030188323921781367;1.0
