;Plot_period;Averaging;Ion_masking;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Ion_contamination_correction;Unnamed: 2
0;2021-07-23-2200;Mean;True;0.0043233436134547;0.0002333436134547;0.0002466563865452;2021-07-23 23:02:45.505914722;2021-07-24 00:02:45.505914722;2021-07-24 01:02:45.505914722;2021-07-24 02:02:45.505914722;2021-07-24 01:40:00;241561.09240177716;5677414.01;5435852.917598222;150.7099101318171;23.970834490128443;158.42269407764718;2706917.1892187498;2465356.096816973;71.85042727224237;152.60431815021985;2.8073665800664557e-05;1.0;;
1;2021-07-24-0300;Resampled to 5min;;0.004575183056447;0.000205183056447;0.0002148169435529;2021-07-23 23:01:18.276927840;2021-07-24 00:01:18.276927840;2021-07-24 01:01:18.276927840;2021-07-24 02:01:18.276927840;2021-07-24 01:40:00;225969.14381792495;4738004.784583333;4512035.640765408;167.05014640873074;25.86987475230613;130.18780152433104;2313468.108149305;2087498.9643313808;60.231550122356445;169.04142047107385;3.746455789130207e-05;1.0;;
2;;;;0.0047605881989518;0.0002005881989518;0.0002094118010481;2021-07-23 23:00:18.551261334;2021-07-24 00:00:18.551261334;2021-07-24 01:00:18.551261334;2021-07-24 02:00:18.551261334;2021-07-24 01:40:00;211474.8466414525;4195295.097;3983820.250358548;166.90706186903864;25.1902465168429;148.50848414609166;2128427.819273437;1916952.9726319844;71.45999624839963;168.79726248175476;4.237070245992219e-05;1.0;;
3;;;;0.0050643163408302;0.0002343163408302;0.0002456836591697;2021-07-23 22:58:47.924754219;2021-07-23 23:58:47.924754219;2021-07-24 00:58:47.924754219;2021-07-24 01:58:47.924754219;2021-07-24 01:40:00;165020.22102650302;3933234.07;3768213.848973497;138.81339844403644;21.660983251634537;213.63753471446304;1783432.8534062498;1618412.6323797468;91.75532461527914;140.49326597033186;3.728378260926029e-05;1.0;;
4;;;;0.0053566314041569;0.0001866314041569;0.000193368595843;2021-07-23 22:57:28.121979257;2021-07-23 23:57:28.121979257;2021-07-24 00:57:28.121979257;2021-07-24 01:57:28.121979257;2021-07-24 01:40:00;182636.6844956054;2978948.9245;2796312.2400043947;161.91793753109394;24.868632020510827;91.14079150115111;1565949.3661284724;1383312.681632867;45.08660044966983;163.8165661735553;5.858307374619146e-05;1.0;;
5;;;;0.0055867700865526;0.0001867700865526;0.0001932299134473;2021-07-23 22:56:29.773576338;2021-07-23 23:56:29.773576338;2021-07-24 00:56:29.773576338;2021-07-24 01:56:29.773576338;2021-07-24 01:40:00;153154.9873189838;2829475.6785;2676320.691181016;154.5429351315698;23.880658169071936;130.5661888957767;1454580.64996875;1301425.6626497663;63.49096708151102;156.37712311482346;5.842988982229063e-05;1.0;;
6;;;;0.0058369084282691;0.0001869084282691;0.0001930915717308;2021-07-23 22:55:30.331069269;2021-07-23 23:55:30.331069269;2021-07-24 00:55:30.331069269;2021-07-24 01:55:30.331069269;2021-07-24 01:40:00;125367.82851162618;2400894.647;2275526.818488374;171.17149424714523;26.18719132074986;111.51648447498675;1317220.226890625;1191852.3983789987;58.4089751878204;173.16307179092783;7.609801404404434e-05;1.0;;
7;;;;0.0062145635405875;0.0002545635405875;0.0002654364594124;2021-07-23 22:54:07.517862761;2021-07-23 23:54:07.517862761;2021-07-24 00:54:07.517862761;2021-07-24 01:54:07.517862761;2021-07-24 01:40:00;104140.4126732542;1982011.4985;1877871.085826746;152.46207020938624;24.744780045086817;179.1617070188884;1078841.1264869792;974700.713813725;92.99309470038212;154.45707168016472;8.225115815773047e-05;1.0;;
8;;;;0.0065975449979518;0.0001775449979518;0.0001824550020481;2021-07-23 22:52:50.950066363;2021-07-23 23:52:50.950066363;2021-07-24 00:52:50.950066363;2021-07-24 01:52:50.950066363;2021-07-24 01:40:00;102243.62707679968;1656678.9600000002;1554435.3329232004;170.2706264882753;25.927869444554688;111.90536420217992;933809.7590059988;831566.1319291992;59.86528283343689;172.23339008056374;0.0001108012578153;1.0;;
9;;;;0.0068825140755395;0.0001825140755395;0.0001874859244604;2021-07-23 22:51:58.199678984;2021-07-23 23:51:58.199678984;2021-07-24 00:51:58.199678984;2021-07-24 01:51:58.199678984;2021-07-24 01:40:00;84618.02915725838;1480511.6971875003;1395893.668030242;165.04425164143063;25.120016582890628;101.27796040102888;885918.6811083985;801300.6519511401;58.13773466867534;166.9449616879904;0.0001195971910407;1.0;;
