;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;single;0.30374550467946115;0.29936569448308453;0.2544930274823973;-3.2988057300007974;0.28155859351121376;;;;;;;
