;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken;34.029311364439046;3411.295568932918;1162.667244779418;-1.4651875184838905;0.4241010118928126;-2.9266472372492833;0.3049375615895478;0.01246835174437391;2.589924429872318;;;165.6764633995296
