;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken;0.4222002198667474;49249.39033708653;1918.4514756379926;-0.9361853008361363;20.692670186261502;-5.885040419100823;54.87264096408507;0.9451394882229106;39.63939275500746;;;0.33953160769642876
