;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;single;0.2209123740396046;0.34022770022736565;0.2871572556337765;-3.0638529281776927;0.2972100798287742;;;;;;;
