;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken;6.614980963134818;9491.996289915553;3145.9406391871566;-1.7247656351048886;0.05503571086606164;-3.2310053977036395;1.0674729348459502;0.08553011902068454;0.04303892724970613;;;9.231439761196933
