;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken_cut;6.260348843748846;64378.59571375408;51013.10766202888;-3.2406524037223314;33.604801323357464;-0.5829257939459687;0.5010004630991264;0.02107268143373564;0.012998706693347146;0.04684247831324186;0.008903474760022742;-181.40780866047163
