Plot_period;Averaging;Ion_masking;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2021-08-26-2000;Mean;True;0;0.0043233436134547535;0.00023334361345475358;0.0002466563865452468;2021-08-26 22:28:32.035032042;2021-08-26 23:08:32.035032042;2021-08-26 23:58:32.035032042;2021-08-27 00:38:32.035032042;2021-08-27 00:09:00;6848675.7124999985;6611046.649999999;-237629.06249999907;358.0961555837992;56.59250415461965;-1.0;3551385.1751250005;-3297290.537374998;-1.0;362.54043660037036;0.0015256569747245112;1.0
2021-08-27-0200;Resampled to 1min;;1;0.004575183056447031;0.00020518305644703135;0.00021481694355296888;2021-08-26 22:27:25.017639682;2021-08-26 23:07:25.017639682;2021-08-26 23:57:25.017639682;2021-08-27 00:37:25.017639682;2021-08-27 00:10:00;6333831.447416665;5806653.033333334;-527178.4140833309;377.0116825571415;63.95677925416758;-1.0;3308765.2380833332;-3025066.209333332;-1.0;382.3980627528507;0.0007253674515823503;1.0
;;;2;0.004760588198951889;0.0002005881989518895;0.00020941180104811028;2021-08-26 22:26:39.130847122;2021-08-26 23:06:39.130847122;2021-08-26 23:56:39.130847122;2021-08-27 00:36:39.130847122;2021-08-27 00:09:00;5620187.766375;5423817.42;-196370.34637499973;392.92149429734667;63.039404002305126;-1.0;2981063.8160624993;-2639123.9503125004;-1.0;397.9463118786574;0.0020265091915594884;1.0
;;;3;0.005064316340830221;0.00023431634083022086;0.00024568365916977867;2021-08-26 22:25:29.503164827;2021-08-26 23:05:29.503164827;2021-08-26 23:55:29.503164827;2021-08-27 00:35:29.503164827;2021-08-27 00:09:00;4669638.168833334;4640386.385000001;-29251.78383333329;314.7470132911566;50.916588911092965;-1.0;2505926.7498749997;-2163711.4189583343;-1.0;318.83880159422995;0.010899807116409206;1.0
;;;4;0.005356631404156907;0.0001866314041569072;0.00019336859584309293;2021-08-26 22:24:28.191276746;2021-08-26 23:04:28.191276746;2021-08-26 23:54:28.191276746;2021-08-27 00:34:28.191276746;2021-08-27 00:09:00;4040594.693875;3995664.185;-44930.508874999825;379.1709384063701;60.24796936014828;-1.0;2213065.547583333;-1827529.1462916667;-1.0;383.9276212308626;0.008544920385811323;1.0
;;;5;0.005586770086552695;0.00018677008655269486;0.00019322991344730527;2021-08-26 22:23:43.362625723;2021-08-26 23:03:43.362625723;2021-08-26 23:53:43.362625723;2021-08-27 00:33:43.362625723;2021-08-27 00:09:00;3535505.209125;3316735.7887500003;-218769.42037499975;370.74492219234816;58.052217106473734;-1.0;1976897.9846249998;-1558607.2245000002;-1.0;375.2623845289952;0.0017153329011236843;1.0
;;;6;0.005836908428269198;0.00018690842826919827;0.00019309157173080186;2021-08-26 22:22:57.693382487;2021-08-26 23:02:57.693382487;2021-08-26 23:52:57.693382487;2021-08-27 00:32:57.693382487;2021-08-27 00:09:00;3039045.298114584;2951372.9945833334;-87672.30353125045;398.56314487316484;63.67157622259951;-1.0;1717891.1382187505;-1321154.1598958333;-1.0;403.61695959146425;0.004603699724253243;1.0
;;;7;0.0062145635405875446;0.00025456354058754453;0.0002654364594124551;2021-08-26 22:21:54.068601878;2021-08-26 23:01:54.068601878;2021-08-26 23:51:54.068601878;2021-08-27 00:31:54.068601878;2021-08-27 00:09:00;2702566.3482812503;2760891.3475;58324.999218749814;370.61003984710527;58.01055333277111;-1.0;1554550.1956875;-1148016.1525937503;-1.0;375.12268117703474;0.006431593419660837;1.0
;;;8;0.00659754499795189;0.0001775449979518895;0.00018245500204810972;2021-08-26 22:20:55.242124157;2021-08-26 23:00:55.242124157;2021-08-26 23:50:55.242124157;2021-08-27 00:30:55.242124157;2021-08-27 00:10:00;2210081.982539063;2660588.71875;450506.73621093715;405.0207583401538;63.71554404642883;-1.0;1323737.8259765625;-886344.1565625004;-1.0;410.0018112637622;0.0009100903012286821;1.0
;;;9;0.006882514075539548;0.00018251407553954765;0.00018748592446045202;2021-08-26 22:20:14.714387512;2021-08-26 23:00:14.714387512;2021-08-26 23:50:14.714387512;2021-08-27 00:30:14.714387512;2021-08-27 00:10:00;2018900.618789063;2279696.7375000003;260796.1187109372;395.003302512528;62.14193284498547;-1.0;1215193.7295703122;-803706.8892187509;-1.0;399.8615120432503;0.0015332341371477665;1.0
;;;10;0.007992058558344027;0.0009420585583440272;0.0010679414416559733;2021-08-26 22:17:58.276781182;2021-08-26 22:57:58.276781182;2021-08-26 23:47:58.276781182;2021-08-27 00:27:58.276781182;2021-08-27 00:09:00;1386643.1406328124;1144922.11171875;-241721.0289140623;175.75761415467161;34.94347802436677;-1.0;826949.8876464843;-559693.2529863281;-1.0;179.19761602706055;0.0007413406141456135;1.0
;;;11;0.009427544749297136;0.00036754474929713565;0.0003824552507028633;2021-08-26 22:15:39.142699733;2021-08-26 22:55:39.142699733;2021-08-26 23:45:39.142699733;2021-08-27 00:25:39.142699733;2021-08-27 00:09:00;844954.9626302083;1505815.5222916668;660860.5596614585;274.9252442036014;38.87036330802507;-1.0;584305.1347479166;-260649.82788229175;-1.0;277.65949478472317;0.0004201483818719048;1.0
;;;12;0.010027586948014961;0.0002175869480149622;0.00022241305198503897;2021-08-26 22:14:50.122775296;2021-08-26 22:54:50.122775296;2021-08-26 23:44:50.122775296;2021-08-27 00:24:50.122775296;2021-08-27 00:10:00;701640.7547109377;1577898.6308333334;876257.8761223956;298.2113131965346;42.78655025254597;9.071908093403074;527713.2961855469;-173927.45852539083;-1.0;301.26512609479926;0.00034380875117260407;1.0
;;;13;0.010467688379007087;0.00021768837900708674;0.00022231162099291268;2021-08-26 22:14:16.906466565;2021-08-26 22:54:16.906466565;2021-08-26 23:44:16.906466565;2021-08-27 00:24:16.906466565;2021-08-27 00:10:00;641920.7159472656;1467460.4273437501;825539.7113964845;299.91483257742345;41.90829257834545;8.642077457234597;500058.0402099611;-141862.6757373045;-1.0;302.8286838903741;0.0003668250960067185;1.0
;;;14;0.01118838236743811;0.0004983823674381098;0.0005216176325618903;2021-08-26 22:13:26.848600688;2021-08-26 22:53:26.848600688;2021-08-26 23:43:26.848600688;2021-08-27 00:23:26.848600688;2021-08-27 00:09:00;538009.6015976561;1213429.2346875;675419.6330898438;251.01657369776896;32.865205036723395;9.184768156258013;415251.8034984374;-122757.79809921875;-1.0;253.15892631521675;0.0003748172453280489;1.0
;;;15;0.011957386838268635;0.00024738683826863554;0.0002526131617313649;2021-08-26 22:12:38.560295062;2021-08-26 22:52:38.560295062;2021-08-26 23:42:38.560295062;2021-08-27 00:22:38.560295062;2021-08-27 00:09:00;449609.03752604173;1153477.1433333333;703868.1058072916;280.8688015523515;36.50311251180736;12.236748420266538;383358.8839609375;-66250.15356510424;-1.0;283.2309321181284;0.00040239205297316416;1.0
;;;16;0.012467289200142909;0.0002572892001429083;0.00026271079985709135;2021-08-26 22:12:09.063313578;2021-08-26 22:52:09.063313578;2021-08-26 23:42:09.063313578;2021-08-27 00:22:09.063313578;2021-08-27 00:10:00;402657.01785546885;1129843.1375000002;727186.1196445313;257.3295487252379;35.07482931290588;15.310385909762996;351315.2166240234;-51341.80123144545;-1.0;259.7089530579646;0.00035714234092493066;1.0
;;;17;0.013287780100528456;0.0005577801005284561;0.0005822198994715443;2021-08-26 22:11:25.255223352;2021-08-26 22:51:25.255223352;2021-08-26 23:41:25.255223352;2021-08-27 00:21:25.255223352;2021-08-27 00:09:00;335796.50740625;986498.555625;650702.04821875;218.0195340447198;27.567743939575486;14.219240535813485;306216.5908828125;-29579.91652343748;-1.0;219.75554084253423;0.00033772068405824013;1.0
;;;18;0.014157030055770879;0.0002870300557708781;0.0002929699442291208;2021-08-26 22:10:43.115240275;2021-08-26 22:50:43.115240275;2021-08-26 23:40:43.115240275;2021-08-27 00:20:43.115240275;2021-08-27 00:10:00;287676.10087500006;911833.4466666667;624157.3457916665;242.38599573977388;30.727715017549883;15.396551750787394;278672.9701041667;-9003.130770833348;-1.0;244.3259368158883;0.00039144926910375625;1.0
;;;19;0.014766533106995695;0.0003165331069956961;0.00032346689300430387;2021-08-26 22:10:15.843106360;2021-08-26 22:50:15.843106360;2021-08-26 23:40:15.843106360;2021-08-27 00:20:15.843106360;2021-08-27 00:09:00;249878.5878442382;865036.98421875;615158.3963745118;240.58962849395607;28.622721435854352;13.947059367700186;264799.5313154297;14920.94347119151;-1.0;242.2862553288038;0.0003938599501473741;1.0
;;;20;0.01574575180802746;0.0006557518080274605;0.0006842481919725404;2021-08-26 22:09:35.436580260;2021-08-26 22:49:35.436580260;2021-08-26 23:39:35.436580260;2021-08-27 00:19:35.436580260;2021-08-27 00:09:00;192913.24154785156;726477.37109375;533564.1295458984;184.38826294494757;21.558268656327574;20.900282223820284;220553.80066650393;27640.559118652367;-1.0;185.64425781400706;0.00034793241811814396;1.0
;;;21;0.016805704388688978;0.00037570438868897785;0.0003842956113110224;2021-08-26 22:08:55.801166046;2021-08-26 22:48:55.801166046;2021-08-26 23:38:55.801166046;2021-08-27 00:18:55.801166046;2021-08-27 00:09:00;169175.33065551755;646536.6993489583;477361.3686934408;206.77145335055755;23.64678255940634;16.0565120066064;200488.87771748862;31313.54706197107;-1.0;208.11920681694335;0.0004359783184520667;1.0
;;;22;0.01793869560475343;0.0007486956047534285;0.0007813043952465716;2021-08-26 22:08:17.442322107;2021-08-26 22:48:17.442322107;2021-08-26 23:38:17.442322107;2021-08-27 00:18:17.442322107;2021-08-27 00:09:00;137828.0166717529;552062.9834635416;414234.9667917887;161.91445429044833;19.146197464758334;19.093024020204897;170045.57397949218;32217.557307739276;-1.0;163.0425324433266;0.00039359915389585733;1.0
;;;23;0.01910601999370879;0.0003860199937087902;0.00039398000629120924;2021-08-26 22:07:41.605566513;2021-08-26 22:47:41.605566513;2021-08-26 23:37:41.605566513;2021-08-27 00:17:41.605566513;2021-08-27 00:09:00;118262.50661295574;458143.5376302083;339881.0310172526;188.50727794852378;21.506539497464452;14.066509915264684;152318.84931274416;34056.34269978842;-1.0;189.73013751304245;0.0005582251440899378;1.0
;;;24;0.019944924166313594;0.00044492416631359416;0.00045507583368640733;2021-08-26 22:07:17.852675112;2021-08-26 22:47:17.852675112;2021-08-26 23:37:17.852675112;2021-08-27 00:17:17.852675112;2021-08-27 00:09:00;103195.73480403643;507371.3215625;404175.5867584635;186.57691143121244;20.178921123154005;26.947472692700327;154450.87301647133;51255.138212434904;-1.0;187.66494807743123;0.0004643153971335244;1.0
;;;25;0.021338416061179425;0.0009384160611794236;0.0009815839388205745;2021-08-26 22:06:41.596283324;2021-08-26 22:46:41.596283324;2021-08-26 23:36:41.596283324;2021-08-27 00:16:41.596283324;2021-08-27 00:09:00;82224.86172753903;418844.37187499995;336619.5101474609;146.83873228490043;15.96850623070382;28.45175528093021;133837.37243033852;51612.510702799496;-1.0;147.70445656877348;0.00043878756909862256;1.0
;;;26;0.02282430283710764;0.0005043028371076418;0.0005156971628923583;2021-08-26 22:06:06.726926765;2021-08-26 22:46:06.726926765;2021-08-26 23:36:06.726926765;2021-08-27 00:16:06.726926765;2021-08-27 00:10:00;71231.72831119792;384535.5110416666;313303.78273046867;161.08996970277133;17.84291253665184;27.154642896827934;116576.80431705728;45345.07600585936;-1.0;162.075130315019;0.0005173098419129214;1.0
;;;27;0.023824961699864283;0.0004849616998642836;0.0004950383001357181;2021-08-26 22:05:45.144592150;2021-08-26 22:45:45.144592150;2021-08-26 23:35:45.144592150;2021-08-27 00:15:45.144592150;2021-08-27 00:09:00;60352.919829858394;349854.66521484376;289501.74538498535;164.03731068905628;17.0187930837171;20.852776871938815;106256.53271447754;45903.61288461914;-1.0;164.91779350974943;0.0005696607918216119;1.0
;;;28;0.025405763125716182;0.0010857631257161805;0.0011342368742838192;2021-08-26 22:05:13.742516018;2021-08-26 22:45:13.742516018;2021-08-26 23:35:13.742516018;2021-08-27 00:15:13.742516018;2021-08-27 00:09:00;47302.93731591797;285495.12621093745;238192.18889501947;134.53268514267154;13.622069402152485;33.46338721284165;95642.58186291503;48339.644546997064;6.791189294289726;135.22057589913695;0.0005676952570377272;1.0
;;;29;0.027089315236823543;0.0005493152368235416;0.0005606847631764583;2021-08-26 22:04:43.440694946;2021-08-26 22:44:43.440694946;2021-08-26 23:34:43.440694946;2021-08-27 00:14:43.440694946;2021-08-27 00:09:00;41371.47546985677;292186.76765625;250815.29218639323;149.21563855544866;14.79691308458131;23.007295234550675;86321.57387727863;44950.09840742186;4.123274047074891;149.94750890342578;0.0005978403772605395;1.0
;;;30;0.02823383608367804;0.0005838360836780375;0.000596163916321963;2021-08-26 22:04:24.445784512;2021-08-26 22:44:24.445784512;2021-08-26 23:34:24.445784512;2021-08-27 00:14:24.445784512;2021-08-27 00:10:00;38045.53665735676;232229.48976562498;194183.9531082682;141.28717071397088;14.533761509979353;18.342973074115143;77549.69251687823;39504.155859521474;3.731635161649186;142.0327245108947;0.0007314338916136065;1.0
;;;31;0.030063607567954984;0.0012336075679549828;0.0012863924320450186;2021-08-26 22:03:56.421738544;2021-08-26 22:43:56.421738544;2021-08-26 23:33:56.421738544;2021-08-27 00:13:56.421738544;2021-08-27 00:09:00;28474.19325695801;205322.86734375;176848.674086792;115.98816957646831;11.739526614190098;27.757135823575165;67385.69852453613;38911.50526757812;6.107322785365412;116.58075298618056;0.0006592119143000543;1.0
;;;32;0.03205213721423269;0.0007021372142326857;0.000717862785767312;2021-08-26 22:03:28.805317911;2021-08-26 22:43:28.805317911;2021-08-26 23:33:28.805317911;2021-08-27 00:13:28.805317911;2021-08-27 00:09:00;25128.618229101565;174127.3782421875;148998.76001308594;129.8127001184337;12.500754625488536;23.19859574521429;60402.591973242175;35273.97374414061;5.492036693095651;130.41321243741015;0.0008752637433087128;1.0
;;;33;0.0342897594042303;0.0015197594042302975;0.0015902405957697041;2021-08-26 22:03:00.733575306;2021-08-26 22:43:00.733575306;2021-08-26 23:33:00.733575306;2021-08-27 00:13:00.733575306;2021-08-27 00:09:00;18491.928697428382;148539.41223958333;130047.48354215495;99.38639441866627;10.111165043671992;34.544493768658256;53383.51555436198;34891.586856933594;9.268247042759873;99.89940467331661;0.0007681763764458708;1.0
