;Plot Start;Plot end;Injection time at Sun;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection;Distance of s/c [AU];Length of Parker Spiral [AU];Travel time 4keV [min];Traveltime 10MeV [min];Traveltimeof light at distance D [min]
0;2021-05-21-2000;2021-05-22-0300;2021-05-21-2250;;;90;60;0.94;;60;l2;mean;5;True;True;0.94;1.0741710569851104;71.81596491423547;8.94418337612897;7.817741612962791
