;Date;Averaging [min];Direction;Data type;Distance [AU];STEP;EPT;HET;Sigma;Relative error;Fraction of nan;Leave first HET channel out;Shift STEP data;Type of fit;Fit to;Window;Which fit;Min energy;Max energy;Gamma1 guess;Gamma2 guess;c1 guess;Alpha guess;Break guess [MeV];Cutoff point guess [MeV];Use random;Iterations
0;2021-05-23;2min;sun;l2;0.95;True;True;True;3;0.5;0.9;True;;step_ept_het;peak;One slope D = 0.95 AU;best;;;-1.9;-2.5;1000.0;7.16;0.1;0.12;True;20
