Plot_period;Averaging;;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2021-05-22-1300;Mean;;0;0.6859485403439531;0.23264854034395316;0.3520514596560469;2021-05-22 14:28:44.233019;2021-05-22 15:28:44.233019;2021-05-22 15:58:44.233019;2021-05-22 16:58:44.233019;2021-05-22 16:40:00;0.04595670476555824;0.13787011802196503;0.09191341325640678;0.09748889287312826;0.016248148733283663;1.354006435268326;0.051701292395591736;0.005744587630033493;-1;0.09883363076851516;1.075290616101954;1.0
2021-05-22-1900;Resampled to 5min;;1;1.590048112479619;0.5370481124796191;0.8109518875203807;2021-05-22 14:28:08.735475;2021-05-22 15:28:08.735475;2021-05-22 15:58:08.735475;2021-05-22 16:58:08.735475;2021-05-22 16:10:00;0.046588968485593796;0.09676170349121094;0.05017273500561714;0.03225390116373698;0.006460727521814167;2.794922914226565;0.0528605580329895;0.006271589547395706;-1;0.032894606554741475;0.6556271359545922;1.0
;;;2;3.793308977660533;1.3923089776605333;2.1996910223394672;2021-05-22 14:27:57.437475;2021-05-22 15:27:57.437475;2021-05-22 15:57:57.437475;2021-05-22 16:57:57.437475;2021-05-22 16:10:00;0.010492328554391861;0.018653027713298798;0.008160699158906937;0.009326513608296711;0.002019249423221332;-1.0;0.008937910199165344;-0.0015544183552265167;-1;0.00954260050085528;1.169336145719828;1.0
;;;3;10.623002871128294;4.630002871128294;8.206997128871704;2021-05-22 14:27:54.561320;2021-05-22 15:27:54.561320;2021-05-22 15:57:54.561320;2021-05-22 16:57:54.561320;2021-05-22 16:05:00;0.0026228895876556635;0.005245779175311327;0.0026228895876556635;0.0026228896776835124;0.0005353951135044084;1.2110600632942283;0.0022950286511331797;-0.0003278609365224838;-1;0.0026769755674759376;1.0206207611920928;1.0
