;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;single;28.02596790510898;18.11399043472359;8.766698501562779;-1.5594642900776354;0.12867878974107808;;;;;;;
