;Plot Start;Plot end;Injection time;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection
0;2021-03-05-1200;2021-03-05-1900;2021-03-05-1600;;;90;60;0.6;;60;l2;mean;5;True;True
