;FInal fit type;Reduced chi sq;c1;c1 err;Gamma1;Gamma1 err;Gamma2;Gamma2 err;Break point [MeV];Break point err [MeV];Exponential cutoff point [MeV];Cutoff err [MeV];Alpha
0;broken;24.98702961475656;1412.6539338978284;1245.0548758107325;-1.516817502189852;0.17280331024927464;-3.265049955341794;1.1527879314726184;0.03694336271328357;0.0;;;225.69823363867272
