;Plot Start;Plot end;Injection time at Sun;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection;Distance of s/c [AU];Length of Parker Spiral [AU];Travel time 4keV [min];Traveltime 10MeV [min];Traveltimeof light at distance D [min]
0;2021-10-28-1200;2021-10-28-2000;2021-10-28-1526;;;180;120;0.8;;120;l2;mean;2;True;True;0.8;0.8831883254476167;59.047412775233255;7.353948225556459;6.653397117415142
