Plot_period;Averaging;Ion_masking;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2021-05-22-0000;Mean;True;0;0.0043233436134547535;0.00023334361345475358;0.0002466563865452468;2021-05-22 01:31:07.354413;2021-05-22 02:11:07.354413;2021-05-22 03:31:07.354413;2021-05-22 04:11:07.354413;2021-05-22 03:48:00;926755.5297656249;8792539.466666667;7865783.936901042;242.12825077984226;42.40457164440739;21.397482918972326;3765973.3743162886;2839217.8445506636;7.72359320054618;245.81342014229384;3.1250975378194696e-05;1.0
2021-05-22-0500;Resampled to 2min;;1;0.004575183056447031;0.00020518305644703135;0.00021481694355296888;2021-05-22 01:29:26.296441;2021-05-22 02:09:26.296441;2021-05-22 03:29:26.296441;2021-05-22 04:09:26.296441;2021-05-22 03:48:00;830013.9145396543;11060575.077916665;10230561.163377011;339.79429012372003;47.22325545611505;30.116656525723194;3753754.504126657;2923740.5895870025;8.606887706425834;343.06004643000375;3.353286696120615e-05;1.0
;;;2;0.004760588198951889;0.0002005881989518895;0.00020941180104811028;2021-05-22 01:28:17.102071;2021-05-22 02:08:17.102071;2021-05-22 03:28:17.102071;2021-05-22 04:08:17.102071;2021-05-22 03:48:00;718828.0304460938;8766682.870909091;8047854.840462998;314.71678432129113;46.069627667814395;30.49105159363879;2801766.324;2082938.2935539063;7.891665572271216;318.0708489110329;3.95224386145531e-05;1.0
;;;3;0.005064316340830221;0.00023431634083022086;0.00024568365916977867;2021-05-22 01:26:32.107947;2021-05-22 02:06:32.107947;2021-05-22 03:26:32.107947;2021-05-22 04:06:32.107947;2021-05-22 03:48:00;539644.2495786458;5747301.6475;5207657.3979213545;208.90762540761997;37.10272668856406;23.321008350951498;2218368.6705906256;1678724.4210119797;7.517688520944793;212.17683257409786;4.074323949551455e-05;1.0
;;;4;0.005356631404156907;0.0001866314041569072;0.00019336859584309293;2021-05-22 01:24:59.653513;2021-05-22 02:04:59.653513;2021-05-22 03:24:59.653513;2021-05-22 04:04:59.653513;2021-05-22 03:48:00;478813.9419580018;6925868.824545455;6447054.882587453;303.92165642802917;42.362713076975396;34.74316171320141;2096431.917917749;1617617.975959747;8.717338994700063;306.859858412923;4.759690494363656e-05;1.0
;;;5;0.005586770086552695;0.00018677008655269486;0.00019322991344730527;2021-05-22 01:23:52.054753;2021-05-22 02:03:52.054753;2021-05-22 03:23:52.054753;2021-05-22 04:03:52.054753;2021-05-22 03:48:00;390296.6960001776;5392268.764772727;5001972.06877255;279.3734158600628;39.588314002060585;30.26132632209174;1756099.7314849433;1365803.0354847657;8.262943251230567;282.164384880242;5.6410627848524395e-05;1.0
;;;6;0.005836908428269198;0.00018690842826919827;0.00019309157173080186;2021-05-22 01:22:43.188434;2021-05-22 02:02:43.188434;2021-05-22 03:22:43.188434;2021-05-22 04:02:43.188434;2021-05-22 03:48:00;322775.20277477906;5256179.042395833;4933403.839621054;333.4204532310733;43.185239493085746;38.849375408690264;1539733.2759112217;1216958.0731364428;9.583253789242915;336.2055376445925;6.814879717416712e-05;1.0
;;;7;0.0062145635405875446;0.00025456354058754453;0.0002654364594124551;2021-05-22 01:21:07.246304;2021-05-22 02:01:07.246304;2021-05-22 03:21:07.246304;2021-05-22 04:01:07.246304;2021-05-22 03:48:00;256772.65571874994;3210093.4350000005;2953320.7792812507;264.8992247336253;37.90227042722591;25.97937781917505;1290008.5541445313;1033235.8984257813;9.089031564011439;267.5970503724103;9.060886722827832e-05;1.0
;;;8;0.00659754499795189;0.0001775449979518895;0.00018245500204810972;2021-05-22 01:19:38.539711;2021-05-22 01:59:38.539711;2021-05-22 03:19:38.539711;2021-05-22 03:59:38.539711;2021-05-22 03:36:00;198211.31060688922;2455925.2734375;2257713.9628306106;325.2389308936448;39.489918204484766;23.13593921683654;1076736.3982990056;878525.0876921164;9.002691821876178;327.62755654651204;0.00014511473195468426;1.0
;;;9;0.006882514075539548;0.00018251407553954765;0.00018748592446045202;2021-05-22 01:18:37.426457;2021-05-22 01:58:37.426457;2021-05-22 03:18:37.426457;2021-05-22 03:58:37.426457;2021-05-22 03:36:00;178299.76234170812;2475307.0828125;2297007.3204707922;320.0337898910415;38.59264481004252;25.84037807366904;977879.8799371452;799580.117595437;8.994944140892025;322.35232107968045;0.0001403357830891072;1.0
