;Plot_period;Averaging;Ion_masking;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Ion_contamination_correction;Unnamed: 2
0;2020-11-17-1400;Resampled to 5min;;0.004575183056447;0.000205183056447;0.0002148169435529;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:30:00;1038399.260863393;20421266.3624;19382867.10153661;224.14792592520547;52.56259471567106;89.95987112972165;14303350.210152777;13264950.949289383;61.56536448859777;230.2284062834456;1.1877933490303604e-05;1.0;;
1;;;;0.0047605881989518;0.0002005881989518;0.0002094118010481;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:30:00;970683.3266326976;19633021.426666666;18662338.10003397;234.24044249647488;52.32809288961106;138.1232669898255;13447584.839181496;12476901.5125488;92.34375615670572;240.0141958435128;1.286088562735212e-05;1.0;;
2;;;;0.0053566314041569;0.0001866314041569;0.000193368595843;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:30:00;770206.6920691277;17113572.18857143;16343365.496502304;238.6826106566432;52.196846202240295;168.265877498383;11477311.26849957;10707104.576430442;110.23680204701998;244.3233500575233;1.4949390326601444e-05;1.0;;
3;;;;0.0055867700865526;0.0001867700865526;0.0001932299134473;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:30:00;704290.0389066051;15277514.085;14573224.046093391;164.5233886089895;51.127317781426505;145.08014321973735;10508101.194242656;9803811.15533605;97.59942769127298;172.28449733771046;1.182198920381618e-05;1.0;;
4;;;;0.0058369084282691;0.0001869084282691;0.0001930915717308;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;656921.024930367;13924131.327;13267210.302069634;216.1061592187971;57.02646846271307;181.3827926520393;9547736.08301409;8890815.058083722;121.55086317855856;223.50366922632145;1.6846319922392103e-05;1.0;;
5;;;;0.0065975449979518;0.0001775449979518;0.0001824550020481;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;490680.099798711;12465556.830000002;11974876.73020129;161.8624412873374;58.23388651218741;177.9533433539921;7825373.123421336;7334693.0236226255;108.99762690140922;172.01928798193262;1.4365015344841971e-05;1.0;;
6;;;;0.0068825140755395;0.0001825140755395;0.0001874859244604;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;482861.6479020382;12075263.9625;11592402.314597962;213.8747063742332;57.04167267460094;207.87460223430264;7421882.547979913;6939020.900077875;124.43030964192572;221.35072271890323;1.9094465211939972e-05;1.0;;
7;;;;0.0094275447492971;0.0003675447492971;0.0003824552507028;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:00:00;194639.91197021687;4572644.714285715;4378004.802315498;115.616392690059;35.26509306771665;78.57583977929886;3247290.375266627;3052650.46329641;54.78855883833621;120.87504725019404;2.7609619611715373e-05;0.9166666666666666;;
8;;;;0.0100275869480149;0.0002175869480149;0.000222413051985;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;175114.07303185863;5540300.026166666;5365185.953134808;198.58584244579927;37.66537564255247;180.1593110848338;3504939.54762934;3329825.474597481;111.813284530371;202.1262411024417;3.767366925732406e-05;1.0;;
9;;;;0.010467688379007;0.000217688379007;0.0002223116209929;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;166130.03348436992;4955836.10625;4789706.072765631;193.21576980649925;35.37658725414008;127.34895675551694;3106814.4868066404;2940684.4533222704;78.18707277407572;196.4276880372721;4.101038457331736e-05;1.0;;
10;;;;0.0111883823674381;0.0004983823674381;0.0005216176325618;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;108744.0083350322;3172661.9174999995;3063917.9091649675;52.074897116956514;26.28942385623517;178.78271682081674;2301548.9092249577;2192804.9008899257;127.95238947702326;58.33462707890051;1.903922650943311e-05;1.0;;
11;;;;0.0119573868382686;0.0002473868382686;0.0002526131617313;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;100206.37630731468;3453791.9156666677;3353585.539359353;171.69659021186084;26.72545747035259;150.17685753321766;2090847.52555382;1990641.149246505;89.14286776393429;173.76411933244242;5.181442885325573e-05;1.0;;
12;;;;0.0124672892001429;0.0002572892001429;0.000262710799857;2020-11-17 06:32:00;2020-11-17 07:32:00;2020-11-17 09:32:00;2020-11-17 10:32:00;2020-11-17 10:20:00;92967.8577061618;3219916.7605000003;3126948.902793838;165.33326518429843;24.391808991476942;123.8942364452526;1918605.096589844;1825637.238883682;72.33438689561649;167.1228557749605;5.344598232022309e-05;1.0;;
