Plot_period;Averaging;Ion_masking;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2020-11-18-0900;Mean;True;0;0.0043233436134547535;0.00023334361345475358;0.0002466563865452468;2020-11-18 12:37:54.335760;2020-11-18 13:37:54.335760;2020-11-18 15:07:54.335760;2020-11-18 16:07:54.335760;2020-11-18 15:10:00;6527055.595852825;6951727.01;424671.4141471749;163.07599975047648;47.97204602576537;-1.0;2067429.561145833;-4459626.034706992;-1.0;169.9855843726625;0.0004002755511906247;1.0
2020-11-18-1700;Resampled to 5min;;1;0.004575183056447031;0.00020518305644703135;0.00021481694355296888;2020-11-18 12:36:18.596628;2020-11-18 13:36:18.596628;2020-11-18 15:06:18.596628;2020-11-18 16:06:18.596628;2020-11-18 15:10:00;5898886.151243056;5251143.001499999;-647743.1497430569;179.70478859212665;56.04195140660957;-1.0;1715994.696422991;-4182891.454820065;-1.0;188.24056778601607;0.000290609893536792;1.0
;;;2;0.004760588198951889;0.0002005881989518895;0.00020941180104811028;2020-11-18 12:35:13.044067;2020-11-18 13:35:13.044067;2020-11-18 15:05:13.044067;2020-11-18 16:05:13.044067;2020-11-18 15:10:00;5196140.2185;4446037.218;-750103.0005000001;171.84065198695103;55.111460557943396;-1.0;1554399.1867521554;-3641741.031747845;-1.0;180.46185957185017;0.00024058277256797903;1.0
;;;3;0.005064316340830221;0.00023431634083022086;0.00024568365916977867;2020-11-18 12:33:33.575950;2020-11-18 13:33:33.575950;2020-11-18 15:03:33.575950;2020-11-18 16:03:33.575950;2020-11-18 15:05:00;4378906.818944445;3591206.3862068965;-787700.4327375484;137.05621553789135;44.87171082751964;-1.0;1468330.0960102968;-2910576.7229341483;-1.0;144.21468943959027;0.00018308316644995515;1.0
;;;4;0.005356631404156907;0.0001866314041569072;0.00019336859584309293;2020-11-18 12:32:05.987538;2020-11-18 13:32:05.987538;2020-11-18 15:02:05.987538;2020-11-18 16:02:05.987538;2020-11-18 15:05:00;3837236.847847222;3035125.32724138;-802111.5206058421;161.02262743629183;53.13265338996456;-1.0;1277208.7584916784;-2560028.0893555433;-1.0;169.56227588336077;0.00021139488902402104;1.0
;;;5;0.005586770086552695;0.00018677008655269486;0.00019322991344730527;2020-11-18 12:31:01.946608;2020-11-18 13:31:01.946608;2020-11-18 15:01:01.946608;2020-11-18 16:01:01.946608;2020-11-18 15:10:00;3459551.2588125;2531042.7615;-928508.4973125001;152.4391112484033;51.19783992927011;-1.0;1120342.2762753235;-2339208.9825371765;-1.0;160.80703172319997;0.00017318854074964757;1.0
;;;6;0.005836908428269198;0.00018690842826919827;0.00019309157173080186;2020-11-18 12:29:56.704832;2020-11-18 13:29:56.704832;2020-11-18 14:59:56.704832;2020-11-18 15:59:56.704832;2020-11-18 15:05:00;2872464.7539375;2103429.7601724137;-769034.9937650864;162.95977495771484;55.120998772840665;-1.0;1094375.4659070882;-1778089.2880304118;-1.0;172.02968569402367;0.00022369552372615803;1.0
;;;7;0.0062145635405875446;0.00025456354058754453;0.0002654364594124551;2020-11-18 12:28:25.812288;2020-11-18 13:28:25.812288;2020-11-18 14:58:25.812288;2020-11-18 15:58:25.812288;2020-11-18 15:10:00;2467496.654791667;1923675.80075;-543820.8540416672;155.07248063190568;49.372892694880754;-1.0;950576.913663793;-1516919.7411278742;-1.0;162.74260899467285;0.00029925775700797896;1.0
;;;8;0.00659754499795189;0.0001775449979518895;0.00018245500204810972;2020-11-18 12:27:01.774463;2020-11-18 13:27:01.774463;2020-11-18 14:57:01.774463;2020-11-18 15:57:01.774463;2020-11-18 15:10:00;1945128.7289062503;1549604.188125;-395524.5407812502;167.36751701341518;52.957162477078754;-1.0;744538.3424878771;-1200590.3864183733;-1.0;175.54585386405324;0.0004438304978935329;1.0
;;;9;0.006882514075539548;0.00018251407553954765;0.00018748592446045202;2020-11-18 12:26:03.877696;2020-11-18 13:26:03.877696;2020-11-18 14:56:03.877696;2020-11-18 15:56:03.877696;2020-11-18 15:10:00;1743241.7336718754;1429798.095;-313443.63867187547;163.5230449565171;50.636546099559446;-1.0;687514.2698068764;-1055727.463864999;-1.0;171.1836616991935;0.0005461385735072931;1.0
