Plot_period;Averaging;Ion_contamination_correction;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2020-11-18-0900;Mean;True;0;0.03295087252259035;0.0017508725225903535;0.0018491274774096456;2020-11-18 12:01:50.251880;2020-11-18 13:01:50.251880;2020-11-18 14:31:50.251880;2020-11-18 15:31:50.251880;2020-11-18 14:45:00;1792.625702919477;8566.551865803805;6773.926162884329;1125.566164552578;148.81960211338006;14.058959702063023;3517.9081809573295;1725.2824780378526;-1.0;1135.3618210767813;0.16760764640418604;1.0
2020-11-18-1700;Resampled to 5min;;1;0.03489555845662883;0.0018955584566288305;0.00200444154337117;2020-11-18 12:01:16.595138;2020-11-18 13:01:16.595138;2020-11-18 14:31:16.595138;2020-11-18 15:31:16.595138;2020-11-18 14:45:00;2736.1923042824187;12504.7311443127;9768.538840030282;1389.9732262254333;187.83511144016052;8.790156343686549;5362.679379192315;2626.487074909896;-1.0;1402.6074285819525;0.1435841584448882;1.0
;;;2;0.036364818162614256;0.001564818162614258;0.0016351818373857435;2020-11-18 12:00:53.035126;2020-11-18 13:00:53.035126;2020-11-18 14:30:53.035126;2020-11-18 15:30:53.035126;2020-11-18 14:40:00;1680.6808097904413;8489.703082726126;6809.022272935685;926.9016506949251;119.18926780741543;12.109692430210236;3510.4508838489655;1829.7700740585242;3.2542047781110304;934.5334406116481;0.13724928530873015;1.0
;;;3;0.03927849284277593;0.0012784928427759315;0.0013215071572240666;2020-11-18 12:00:10.417775;2020-11-18 13:00:10.417775;2020-11-18 14:30:10.417775;2020-11-18 15:30:10.417775;2020-11-18 14:45:00;1259.5843420342683;6923.956598405159;5664.372256370891;805.3745909858446;99.3046820716424;10.69764754058673;2750.619904049479;1491.0355620152106;2.8159471501858446;811.4737529254822;0.1432592556064431;1.0
;;;4;0.041879828079876356;0.0012798280798763592;0.0013201719201236459;2020-11-18 11:59:36.323888;2020-11-18 12:59:36.323888;2020-11-18 14:29:36.323888;2020-11-18 15:29:36.323888;2020-11-18 14:40:00;1070.3670668882505;6484.475786426622;5414.108719538372;754.2758491003365;88.59373810399825;10.647550722466535;2429.927504978653;1359.5604380904024;2.673752869532451;759.4609318241942;0.14027441471270433;1.0
;;;5;0.04452954075667074;0.001329540756670737;0.001370459243329264;2020-11-18 11:59:04.831500;2020-11-18 12:59:04.831500;2020-11-18 14:29:04.831500;2020-11-18 15:29:04.831500;2020-11-18 14:40:00;750.0654457241775;5857.257476411161;5107.192030686984;700.5121655662543;72.51242493492849;14.304697747403303;2076.1913428738503;1326.1258971496727;3.7143365708100102;704.2551709971798;0.1378947896937504;1.0
;;;6;0.04776222356632907;0.00186222356632907;0.0019377764336709277;2020-11-18 11:58:30.161543;2020-11-18 12:58:30.161543;2020-11-18 14:28:30.161543;2020-11-18 15:28:30.161543;2020-11-18 14:40:00;700.4534646647995;4339.167578583977;3638.7141139191776;511.73165033488533;59.46718908074565;12.239822682268068;1510.0718471561393;809.6183824913397;2.7233756573761965;515.1753376585787;0.14158170208752532;1.0
;;;7;0.051468534076656976;0.0017685340766569746;0.0018314659233430244;2020-11-18 11:57:54.676609;2020-11-18 12:57:54.676609;2020-11-18 14:27:54.676609;2020-11-18 15:27:54.676609;2020-11-18 14:40:00;568.2346088683119;3483.152585916137;2914.917977047825;453.80999693881046;53.02930602642954;10.736073261731212;1371.2338063607347;802.9991974924228;2.9575645974509612;456.8978229530623;0.15674465852922556;1.0
;;;8;0.05560035971106662;0.002300359711066617;0.0023996402889333857;2020-11-18 11:57:19.571576;2020-11-18 12:57:19.571576;2020-11-18 14:27:19.571576;2020-11-18 15:27:19.571576;2020-11-18 14:40:00;480.5664752444363;2508.9207703768852;2028.354295132449;338.6045279162586;42.88034860502879;8.029357953702617;941.4386850183896;460.87220977395333;-1.0;341.30887861566265;0.16826886675307168;1.0
;;;9;0.06030422870744639;0.0023042287074463846;0.002395771292553618;2020-11-18 11:56:44.301694;2020-11-18 12:56:44.301694;2020-11-18 14:26:44.301694;2020-11-18 15:26:44.301694;2020-11-18 14:40:00;259.8755524939897;1993.57543561199;1733.6998831180003;297.4781736844688;31.141838085232177;8.482726435971832;744.46435444917;484.58880195518026;2.371018352685293;299.1037911795399;0.1725233958265094;1.0
;;;10;0.06495929494691272;0.00225929494691271;0.002340705053087283;2020-11-18 11:56:13.441634;2020-11-18 12:56:13.441634;2020-11-18 14:26:13.441634;2020-11-18 15:26:13.441634;2020-11-18 14:40:00;262.40960806679544;1391.0479258851428;1128.6383178183473;246.20471236688783;30.991638101454047;16.60251508357457;542.1778750055884;279.7682669387929;4.115452043782558;248.14762143505118;0.21986460810113145;1.0
;;;11;0.07014007413740023;0.002840074137400228;0.0029599258625997715;2020-11-18 11:55:42.983446;2020-11-18 12:55:42.983446;2020-11-18 14:25:42.983446;2020-11-18 15:25:42.983446;2020-11-18 14:35:00;235.49967480674994;948.3351937956584;712.8355189889085;183.04404039139195;26.422883326277667;9.727647110462481;403.32156369659305;167.8218888898431;-1.0;184.94131362699792;0.2594445825164831;1.0
;;;12;0.0758965084835923;0.002796508483592308;0.0029034915164076885;2020-11-18 11:55:13.094169;2020-11-18 12:55:13.094169;2020-11-18 14:25:13.094169;2020-11-18 15:25:13.094169;2020-11-18 14:35:00;154.58745907642236;1112.1978475007108;957.6103884242884;197.0577843301946;21.335772727054103;10.05025175177689;433.75717394158005;279.1697148651577;2.929924267512722;198.20944872277406;0.20698339441463265;1.0
;;;13;0.08212965359722393;0.003329653597223939;0.0034703464027760617;2020-11-18 11:54:44.576451;2020-11-18 12:54:44.576451;2020-11-18 14:24:44.576451;2020-11-18 15:24:44.576451;2020-11-18 14:30:00;167.1042087999339;558.2484203021082;391.14421150217436;128.32575174990473;20.382757299649132;4.766274425754348;255.8643872269615;88.7601784270276;-1.0;129.93442714428912;0.33219059191821076;1.0
;;;14;0.08941498755801512;0.003814987558015126;0.003985012441984875;2020-11-18 11:54:15.370269;2020-11-18 12:54:15.370269;2020-11-18 14:24:15.370269;2020-11-18 15:24:15.370269;2020-11-18 14:35:00;121.68576632722232;652.3319267679788;530.6461604407564;128.3509255589466;16.116335384570977;8.33895812422001;214.38088168419975;92.69511535697742;-1.0;129.35878925711322;0.24377598275594306;1.0
;;;15;0.09717376189074908;0.003773761890749086;0.003926238109250912;2020-11-18 11:53:48.229070;2020-11-18 12:53:48.229070;2020-11-18 14:23:48.229070;2020-11-18 15:23:48.229070;2020-11-18 14:35:00;83.91575186660151;400.285491352271;316.36973948566947;100.55034961883656;13.41779327800903;4.050362069055283;209.95396574079294;126.03821387419143;1.6136195628489503;101.44165803515659;0.3206427334045062;1.0
;;;16;0.10588668471531253;0.004786684715312531;0.005013315284687472;2020-11-18 11:53:21.674747;2020-11-18 12:53:21.674747;2020-11-18 14:23:21.674747;2020-11-18 15:23:21.674747;2020-11-18 14:40:00;80.99203231810344;198.22308332824886;117.23105101014542;62.90209482959875;11.726781283774839;4.245839312215032;119.41437235354107;38.42234003543763;-1.0;63.98586510495365;0.5458098733535723;1.0
;;;17;0.11521601451187244;0.00431601451187244;0.004483985488127562;2020-11-18 11:52:56.949237;2020-11-18 12:52:56.949237;2020-11-18 14:22:56.949237;2020-11-18 15:22:56.949237;2020-11-18 14:30:00;38.161148459777245;195.4749495340569;157.31380107427964;65.30873220820293;8.516404930951973;7.666462621172971;80.10857498521803;41.94742652544078;2.044247709454591;65.86167061038388;0.41866428857876015;1.0
;;;18;0.1249833988976136;0.005283398897613603;0.005516601102386401;2020-11-18 11:52:34.375538;2020-11-18 12:52:34.375538;2020-11-18 14:22:34.375538;2020-11-18 15:22:34.375538;2020-11-18 14:30:00;38.281263972667816;265.7130029266125;227.43173895394466;68.69944118032703;7.688428522848998;10.159059220156411;85.70375664860477;47.42249267593695;2.118296741159052;69.12832380175416;0.3039519643111588;1.0
;;;19;0.13627233761846166;0.005772337618461659;0.006027662381538346;2020-11-18 11:52:11.685732;2020-11-18 12:52:11.685732;2020-11-18 14:22:11.685732;2020-11-18 15:22:11.685732;2020-11-18 14:30:00;41.344894419996336;128.1635153718558;86.81862095185946;45.39740797431677;7.573064165029627;5.974594438021329;56.05613641911189;14.71124199911555;-1.0;46.024731956136534;0.5301251212186041;1.0
;;;20;0.14808251078368437;0.005782510783684358;0.006017489216315619;2020-11-18 11:51:51.093287;2020-11-18 12:51:51.093287;2020-11-18 14:21:51.093287;2020-11-18 15:21:51.093287;2020-11-18 14:30:00;23.803565718258017;110.91549564558387;87.11192992732586;41.98817230834392;5.773107636777816;5.054710128715726;40.84102754764768;17.03746182938966;-1.0;42.383196972161045;0.48653722868405874;1.0
;;;21;0.16085207490113393;0.006752074901133942;0.007047925098866065;2020-11-18 11:51:31.738938;2020-11-18 12:51:31.738938;2020-11-18 14:21:31.738938;2020-11-18 15:21:31.738938;2020-11-18 14:40:00;27.11314802003334;67.71588516450467;40.602737144471334;30.343528445246154;5.661616169996236;1.7715327183895953;35.83619706088569;8.723049040852349;-1.0;30.86719320190654;0.7602244423097857;1.0
;;;22;0.1755267785837819;0.007626778583781912;0.00797322141621809;2020-11-18 11:51:12.497223;2020-11-18 12:51:12.497223;2020-11-18 14:21:12.497223;2020-11-18 15:21:12.497223;2020-11-18 14:55:00;15.622402018519345;45.77358569750088;30.151183678981532;23.5024538128903;4.043202083141012;2.7751939252534803;24.882498306275405;9.26009628775606;-1.0;23.847700482691355;0.7909374549469396;1.0
;;;23;0.1913328252025773;0.007832825202577304;0.00816717479742271;2020-11-18 11:50:54.644897;2020-11-18 12:50:54.644897;2020-11-18 14:20:54.644897;2020-11-18 15:20:54.644897;2020-11-18 14:30:00;12.805246229089008;58.77254493480581;45.9672987057168;26.319113152746596;3.6804321458761957;4.1421061702412505;20.915844742493302;8.110598513404295;-1.0;26.57520080690789;0.5781327499151657;1.0
;;;24;0.2085927851101279;0.009092785110127899;0.009507214889872079;2020-11-18 11:50:37.863473;2020-11-18 12:50:37.863473;2020-11-18 14:20:37.863473;2020-11-18 15:20:37.863473;2020-11-18 14:25:00;12.115952155032948;47.6574524342058;35.54150027917285;21.791180438286553;3.2593933313987136;3.008373199592395;16.142658995087977;4.026706840055029;-1.0;22.033592303179457;0.6199398486307298;1.0
;;;25;0.22740164907053773;0.009301649070537737;0.00969835092946228;2020-11-18 11:50:22.146695;2020-11-18 12:50:22.146695;2020-11-18 14:20:22.146695;2020-11-18 15:20:22.146695;2020-11-18 14:40:00;8.830736365419176;19.04539900733373;10.214662641914556;13.790697013104399;2.829839541056708;1.334565523062393;8.77800186979185;-0.05273449562732502;-1.0;14.078043753852118;1.3782191588085029;1.0
;;;26;0.2472334524290756;0.010133452429075596;0.010566547570924373;2020-11-18 11:50:07.892488;2020-11-18 12:50:07.892488;2020-11-18 14:20:07.892488;2020-11-18 15:20:07.892488;2020-11-18 15:20:00;4.06061675882309;15.1130649449219;11.052448186098811;12.42027969307251;1.943259054459758;2.409560003658161;4.819748181007618;0.7591314221845282;-1.0;12.57138033021391;1.1374294743155215;1.0
;;;27;0.2694851758446093;0.011685175844609319;0.012214824155390713;2020-11-18 11:49:54.156631;2020-11-18 12:49:54.156631;2020-11-18 14:19:54.156631;2020-11-18 15:19:54.156631;2020-11-18 14:35:00;5.817992295548454;14.453582903938676;8.63559060839022;10.869931976409257;2.150323290858697;1.0515891619065345;3.549571345494192;-2.2684209500542623;-1.0;11.080582630303057;1.2831296818931315;1.0
;;;28;0.29364667544516826;0.011946675445168253;0.012453324554831724;2020-11-18 11:49:41.395572;2020-11-18 12:49:41.395572;2020-11-18 14:19:41.395572;2020-11-18 15:19:41.395572;2020-11-18 14:45:00;2.412828245056898;13.832205362818367;11.419377117761469;10.750367493518231;1.614179869788714;2.1791537232729308;2.9032348467079454;0.4904066016510473;-1.0;10.8708775127735;0.9519676424264119;1.0
;;;29;0.3196979668374511;0.013597966837451125;0.014202033162548866;2020-11-18 11:49:29.632482;2020-11-18 12:49:29.632482;2020-11-18 14:19:29.632482;2020-11-18 15:19:29.632482;2020-11-18 14:35:00;4.09431563615466;6.485980919803368;2.391665283648708;7.453046906085701;1.901727777239601;-1.0;1.537414969514362;-2.5569006666402982;-1.0;7.69184481922499;3.21610422320065;1.0
;;;30;0.34962950390377523;0.015729503903775255;0.01647049609622475;2020-11-18 11:49:18.139747;2020-11-18 12:49:18.139747;2020-11-18 14:19:18.139747;2020-11-18 15:19:18.139747;2020-11-18 15:00:00;4.79794569165254;14.097476774456233;9.299531082803693;10.734131893790465;2.0415918683330223;1.3003913863449073;2.12788962087177;-2.67005607078077;-1.0;10.926558692934075;1.1749580269847169;1.0
;;;31;0.38214825657066653;0.016048256570666553;0.016751743429333443;2020-11-18 11:49:07.583743;2020-11-18 12:49:07.583743;2020-11-18 14:19:07.583743;2020-11-18 15:19:07.583743;2020-11-18 14:40:00;1.2327078648537544;13.903930379281206;12.671222514427452;12.726310316614134;1.5599836579338258;2.5354015746491125;2.757746412711507;1.5250385478577524;0.3051469683557879;12.82156477532208;1.011864858400478;1.0
;;;32;0.41646334772702387;0.017563347727023892;0.01833665227297615;2020-11-18 11:48:58.156533;2020-11-18 12:48:58.156533;2020-11-18 14:18:58.156533;2020-11-18 15:18:58.156533;2020-11-18 14:30:00;2.5708945243951162;9.968513870733753;7.397619346338637;9.983932963151721;2.145638247312752;0.9276769980407661;0.2457634259115853;-2.325131098483531;-1.0;10.211889193535095;1.3804291239436843;1.0
;;;33;0.4527302949880867;0.01793029498808668;0.018669705011913285;2020-11-18 11:48:49.699198;2020-11-18 12:48:49.699198;2020-11-18 14:18:49.699198;2020-11-18 15:18:49.699198;2020-11-18 14:45:00;-1.3745485934694155;23.63011641220425;25.004665005673665;17.44368630784722;1.8072167509233636;4.220112639793788;5.003476858822443;6.378025452291859;1.076438569444382;17.537052899258605;0.7013512436691063;1.0
