;Plot_period;Averaging;Ion_contamination_correction;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan;Unnamed: 2
0;2021-08-26-2000;Mean;True;0.0329508725225903;0.0017508725225903;0.0018491274774096;2021-08-26 22:03:17.176316050;2021-08-26 22:43:17.176316050;2021-08-26 23:33:17.176316050;2021-08-27 00:13:17.176316050;2021-08-27 00:08:00;11544.14640193135;71274.57474275022;59730.42834081887;5133.048219317908;461.8551057131429;33.83426212452251;31285.47349675638;19741.327094825032;11.1824618400701;5153.784450335117;0.0862840698366982;1.0;
1;2021-08-27-0200;Resampled to 2min;;0.0348955584566288;0.0018955584566288;0.0020044415433711;2021-08-26 22:02:53.616596514;2021-08-26 22:42:53.616596514;2021-08-26 23:32:53.616596514;2021-08-27 00:12:53.616596514;2021-08-27 00:08:00;15422.761815902231;93404.92333232936;77982.16151642714;6006.36155150762;545.6908287646446;24.891906189408797;47455.24335607463;32032.4815401724;10.224768203481725;6031.099200645507;0.0773394720454759;1.0;
2;;;;0.0363648181626142;0.0015648181626142;0.0016351818373857;2021-08-26 22:02:37.124588133;2021-08-26 22:42:37.124588133;2021-08-26 23:32:37.124588133;2021-08-27 00:12:37.124588133;2021-08-27 00:08:00;11173.2365085183;73796.35418574461;62623.11767722631;4320.405224111422;375.86195687430086;31.23975534585376;35822.31885428236;24649.08234576406;12.296278603540433;4336.723822328861;0.0692511644770117;1.0;
3;;;;0.0392784928427759;0.0012784928427759;0.001321507157224;2021-08-26 22:02:07.292442320;2021-08-26 22:42:07.292442320;2021-08-26 23:32:07.292442320;2021-08-27 00:12:07.292442320;2021-08-27 00:08:00;8166.861069723939;61296.13819317336;53129.27712344941;3788.541805477085;309.1850288518377;36.57596022369618;30774.581713977524;22607.720644253583;15.563906301817337;3801.1372500757834;0.0715450586922834;1.0;
4;;;;0.0418798280798763;0.0012798280798763;0.0013201719201236;2021-08-26 22:01:43.426721288;2021-08-26 22:41:43.426721288;2021-08-26 23:31:43.426721288;2021-08-27 00:11:43.426721288;2021-08-27 00:08:00;6891.901692411475;50832.04616340615;43940.14447099467;3338.8570956575704;274.8835886543547;26.92594604751977;24532.692626538326;17640.790934126853;10.810046044373486;3350.153383434019;0.0762435677844775;1.0;
5;;;;0.0445295407566707;0.0013295407566707;0.0013704592433292;2021-08-26 22:01:21.382049972;2021-08-26 22:41:21.382049972;2021-08-26 23:31:21.382049972;2021-08-27 00:11:21.382049972;2021-08-27 00:08:00;5576.332988779367;41213.43953569297;35637.1065469136;2937.916712020021;241.6237712383709;38.13577219831276;21739.14450591041;16162.81151713105;17.296053406865546;2947.83592718353;0.082718161287952;1.0;
6;;;;0.047762223566329;0.001862223566329;0.0019377764336709;2021-08-26 22:00:57.113080168;2021-08-26 22:40:57.113080168;2021-08-26 23:30:57.113080168;2021-08-27 00:10:57.113080168;2021-08-27 00:08:00;4702.250848756526;36165.383101388;31463.132252631476;2335.721873980668;188.3118494925021;34.424637866405426;17991.602383831807;13289.351535075282;14.540227921397223;2343.3006689819067;0.0744776664372289;1.0;
7;;;;0.0514685340766569;0.0017685340766569;0.001831465923343;2021-08-26 22:00:32.273626244;2021-08-26 22:40:32.273626244;2021-08-26 23:30:32.273626244;2021-08-27 00:10:32.273626244;2021-08-27 00:08:00;3654.018578684501;30556.61083898704;26902.59226030254;2125.067695907393;164.30857295320692;46.191447320812;16274.376430415345;12620.357851730843;21.669012013322828;2131.410335748393;0.0792269501438901;1.0;
8;;;;0.0556003597110666;0.0023003597110666;0.0023996402889333;2021-08-26 22:00:07.700103081;2021-08-26 22:40:07.700103081;2021-08-26 23:30:07.700103081;2021-08-27 00:10:07.700103081;2021-08-27 00:08:00;2846.412462812271;22698.326393353447;19851.913930541177;1610.1916942149444;127.48860165213551;36.71347321917063;13390.262169074946;10543.849706262674;19.49944701413896;1615.2308304604671;0.0813639851609227;1.0;
9;;;;0.0603042287074463;0.0023042287074463;0.0023957712925536;2021-08-26 21:59:43.011185577;2021-08-26 22:39:43.011185577;2021-08-26 23:29:43.011185577;2021-08-27 00:09:43.011185577;2021-08-27 00:08:00;2010.7977244554916;16170.742294867232;14159.94457041174;1339.570719591465;105.61186139582904;38.62507891446632;9854.973060874774;7844.175336419283;21.397109987365944;1343.7274939712615;0.0948963809349282;1.0;
