Plot_period;Averaging;Ion_masking;Energy_channel;Primary_energy;Energy_error_low;Energy_error_high;Bg_start;Bg_end;Searchstart;Searchend;Peak_timestamp;Background_flux;Flux_peak;Bg_subtracted_peak;Peak_electron_uncertainty;Bg_electron_uncertainty;Peak_significance;Flux_average;Bg_subtracted_average;Average_significance;Backsub_peak_uncertainty;rel_backsub_peak_err;frac_nonan
2021-08-24-0900;Mean;True;0;0.0043233436134547535;0.00023334361345475358;0.0002466563865452468;2021-08-24 11:01:10.638762710;2021-08-24 11:31:10.638762710;2021-08-24 12:31:10.638762710;2021-08-24 13:01:10.638762710;2021-08-24 12:35:00;304495.98831115785;432418.4625;127922.47418884217;174.83204081800122;60.748172704791585;-1.0;382523.8932369954;78027.90492583753;-1.0;185.08533973159092;0.0014468555342227324;1.0
2021-08-24-1500;Resampled to 5min;;1;0.004575183056447031;0.00020518305644703135;0.00021481694355296888;2021-08-24 11:00:02.557602216;2021-08-24 11:30:02.557602216;2021-08-24 12:30:02.557602216;2021-08-24 13:00:02.557602216;2021-08-24 12:40:00;398422.78843239654;902678.1633928571;504255.3749604605;201.10527070968575;69.04282937970483;9.154254056552153;690118.8876663614;291696.09923396487;-1.0;212.62700250902054;0.0004216653169551102;1.0
;;;2;0.004760588198951889;0.0002005881989518895;0.00020941180104811028;2021-08-24 10:59:15.942447870;2021-08-24 11:29:15.942447870;2021-08-24 12:29:15.942447870;2021-08-24 12:59:15.942447870;2021-08-24 12:50:00;352430.5647049825;765084.9028846154;412654.33817963285;201.16690233118277;67.1284403756573;6.300125280235434;607894.0994483152;255463.5347433327;-1.0;212.07156834614065;0.00051392060793948;1.0
;;;3;0.005064316340830221;0.00023431634083022086;0.00024568365916977867;2021-08-24 10:58:05.209564269;2021-08-24 11:28:05.209564269;2021-08-24 12:28:05.209564269;2021-08-24 12:58:05.209564269;2021-08-24 12:55:00;226045.79337287715;523171.7610526316;297125.9676797545;161.79885805713096;53.3342497793987;5.029241040788684;438880.0781988304;212834.28482595328;-1.0;170.3625917510147;0.0005733682353022516;1.0
;;;4;0.005356631404156907;0.0001866314041569072;0.00019336859584309293;2021-08-24 10:57:02.924471615;2021-08-24 11:27:02.924471615;2021-08-24 12:27:02.924471615;2021-08-24 12:57:02.924471615;2021-08-24 12:30:00;299790.0382348372;638724.957;338934.9187651629;184.89658825918158;63.671199401543454;6.245401799111819;514218.6488747038;214428.61063986662;-1.0;195.55247373305312;0.0005769617201010355;1.0
;;;5;0.005586770086552695;0.00018677008655269486;0.00019322991344730527;2021-08-24 10:56:17.384254703;2021-08-24 11:26:17.384254703;2021-08-24 12:26:17.384254703;2021-08-24 12:56:17.384254703;2021-08-24 12:30:00;289075.28152734373;530229.1111363637;241153.82960901997;177.25894327598522;60.657775528592055;-1.0;412196.95318678976;123121.67165944603;-1.0;187.35020337164303;0.0007768908487805972;1.0
;;;6;0.005836908428269198;0.00018690842826919827;0.00019309157173080186;2021-08-24 10:55:30.990102844;2021-08-24 11:25:30.990102844;2021-08-24 12:25:30.990102844;2021-08-24 12:55:30.990102844;2021-08-24 12:40:00;246765.91178018166;435095.7634722222;188329.85169204054;189.4438270060594;66.14890620416706;-1.0;313198.4258462978;66432.51406611616;-1.0;200.66051276399511;0.0010654737470516243;1.0
;;;7;0.0062145635405875446;0.00025456354058754453;0.0002654364594124551;2021-08-24 10:54:26.355405082;2021-08-24 11:24:26.355405082;2021-08-24 12:24:26.355405082;2021-08-24 12:54:26.355405082;2021-08-24 12:45:00;140528.96431862746;305446.83631578943;164917.87199716197;172.60097860770358;59.464943038293605;5.286654046630874;247394.95875054822;106865.99443192076;-1.0;182.5573259742935;0.0011069590200474759;1.0
;;;8;0.00659754499795189;0.0001775449979518895;0.00018245500204810972;2021-08-24 10:53:26.595173747;2021-08-24 11:23:26.595173747;2021-08-24 12:23:26.595173747;2021-08-24 12:53:26.595173747;2021-08-24 12:25:00;173695.92128463104;351300.0796875;177604.15840286898;193.89325632088236;66.33921799245046;5.702980147519434;260419.9866796875;86724.06539505647;-1.0;204.9280036758404;0.001153846877903564;1.0
;;;9;0.006882514075539548;0.00018251407553954765;0.00018748592446045202;2021-08-24 10:52:45.424139695;2021-08-24 11:22:45.424139695;2021-08-24 12:22:45.424139695;2021-08-24 12:52:45.424139695;2021-08-24 12:45:00;190602.4412353404;316322.25024671055;125719.80901137015;174.7690824457033;63.70293004130258;-1.0;240463.42661142827;49860.98537608786;-1.0;186.01692254942864;0.0014796150583764028;1.0
