;Plot Start;Plot end;Injection time at Sun;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection;Distance of s/c [AU];Length of Parker Spiral [AU];Travel time 4keV [min];Traveltime 10MeV [min];Traveltimeof light at distance D [min]
0;2021-12-05-0500;2021-12-05-1100;2021-12-05-0800;;;120;60;1.01;;60;l2;mean;2;True;True;1.01;1.1751629026159018;78.5679871320016;9.785101199171777;8.399913860736616
