;Plot Start;Plot end;Injection time at Sun;Background start;Background end;Bg distance from window [min];Bg period [min];Travel distance first slope [AU];Travel distance second slope [AU];Fixed window [min];data type;Averaging mode;Averaging [min];Masking;Ion contamination corection;Distance of s/c [AU];Length of Parker Spiral [AU];Travel time 4keV [min];Traveltime 10MeV [min];Traveltimeof light at distance D [min]
0;2021-05-07-1500;2021-05-08-0100;2021-05-07-1859;;;180;90;0.92;;240;l2;mean;5;True;True;0.92;1.0460048956255021;69.93285696525787;8.709655262041585;7.651406685027413
